report_date,child_asin,ppc_product,buy_box_group2,sessions_total_b2b,page_views_total_b2b,unit_session_percentage_b2b,units_ordered_b2b,ordered_product_sales_b2b,featured_offer_buy_box_percentage_b2b,segment
2023-06-01,B04WSNYMQ0,0,Low Buy Box,82,125,0.0,0,0.0,22.31,B2B
2023-07-01,B04WSNYMQ0,0,High Buy Box,36,41,11.11,4,45.14,48.15,B2B
2023-08-01,B04WSNYMQ0,0,Low Buy Box,10,14,10.0,1,35.21,73.26,B2B
2023-09-01,B04WSNYMQ0,0,Low Buy Box,27,30,7.41,2,52.81,1.47,B2B
2023-10-01,B04WSNYMQ0,0,High Buy Box,47,67,8.51,4,48.48,85.89,B2B
2023-11-01,B04WSNYMQ0,0,Low Buy Box,2,2,0.0,0,0.0,25.26,B2B
2023-12-01,B04WSNYMQ0,0,Low Buy Box,147,199,0.0,0,0.0,0.15,B2B
2024-01-01,B04WSNYMQ0,0,Low Buy Box,40,42,0.0,0,0.0,91.01,B2B
2022-04-01,B0QT08XJLP,0,Low Buy Box,3,3,133.33,4,128.34,73.75,B2B
2022-05-01,B0QT08XJLP,0,High Buy Box,55,69,1.82,1,12.84,98.36,B2B
2022-06-01,B0QT08XJLP,0,Low Buy Box,13,15,7.69,1,23.61,94.17,B2B
2022-07-01,B0QT08XJLP,0,Low Buy Box,53,58,11.32,6,141.08,21.78,B2B
2022-08-01,B0QT08XJLP,0,Low Buy Box,27,29,0.0,0,0.0,59.93,B2B
2022-09-01,B0QT08XJLP,0,High Buy Box,24,27,0.0,0,0.0,67.57,B2B
2022-10-01,B0QT08XJLP,0,High Buy Box,28,40,14.29,4,177.4,44.2,B2B
2022-11-01,B0QT08XJLP,0,Low Buy Box,132,139,9.85,13,485.18,10.33,B2B
2022-12-01,B0QT08XJLP,0,Low Buy Box,99,114,2.02,2,29.29,65.0,B2B
2023-01-01,B0QT08XJLP,0,Low Buy Box,47,65,0.0,0,0.0,76.85,B2B
2023-02-01,B0QT08XJLP,0,Low Buy Box,8,11,37.5,3,62.57,21.47,B2B
2023-03-01,B0QT08XJLP,0,Low Buy Box,201,263,2.49,5,223.62,44.09,B2B
2023-04-01,B0QT08XJLP,0,Low Buy Box,59,70,0.0,0,0.0,51.42,B2B
2023-05-01,B0QT08XJLP,0,High Buy Box,34,50,11.76,4,113.75,7.08,B2B
2023-06-01,B0QT08XJLP,0,Low Buy Box,30,37,3.33,1,18.33,83.42,B2B
2023-07-01,B0QT08XJLP,0,Low Buy Box,76,82,1.32,1,16.9,16.2,B2B
2023-08-01,B0QT08XJLP,0,Low Buy Box,24,33,8.33,2,69.3,38.91,B2B
2023-09-01,B0QT08XJLP,0,Low Buy Box,55,60,1.82,1,25.65,57.99,B2B
2023-10-01,B0QT08XJLP,0,Low Buy Box,28,34,0.0,0,0.0,84.49,B2B
2023-11-01,B0QT08XJLP,0,High Buy Box,390,526,1.03,4,126.38,64.6,B2B
2023-12-01,B0QT08XJLP,0,Low Buy Box,187,276,1.07,2,80.12,57.72,B2B
2024-01-01,B0QT08XJLP,0,Low Buy Box,63,96,6.35,4,106.68,45.44,B2B
2022-04-01,B0L1A93D9Y,0,Low Buy Box,9,10,66.67,6,92.24,84.02,B2B
2022-05-01,B0L1A93D9Y,0,Low Buy Box,29,33,0.0,0,0.0,63.38,B2B
2022-06-01,B0L1A93D9Y,0,High Buy Box,87,119,0.0,0,0.0,36.44,B2B
2022-07-01,B0L1A93D9Y,0,High Buy Box,60,73,10.0,6,244.72,59.61,B2B
2022-08-01,B0L1A93D9Y,0,Low Buy Box,22,26,9.09,2,26.91,48.08,B2B
2022-09-01,B0L1A93D9Y,0,Low Buy Box,153,231,0.0,0,0.0,30.97,B2B
2022-10-01,B0L1A93D9Y,0,Low Buy Box,86,115,2.33,2,46.09,97.04,B2B
2022-11-01,B0L1A93D9Y,0,High Buy Box,64,84,0.0,0,0.0,10.78,B2B
2022-12-01,B0L1A93D9Y,0,Low Buy Box,92,134,0.0,0,0.0,26.18,B2B
2023-01-01,B0L1A93D9Y,0,Low Buy Box,95,108,0.0,0,0.0,79.79,B2B
2023-02-01,B0L1A93D9Y,0,High Buy Box,33,40,6.06,2,20.32,10.39,B2B
2023-03-01,B0L1A93D9Y,0,Low Buy Box,19,26,5.26,1,31.62,58.08,B2B
2023-04-01,B0L1A93D9Y,0,Low Buy Box,119,177,0.0,0,0.0,22.89,B2B
2023-05-01,B0L1A93D9Y,0,High Buy Box,3,3,100.0,3,80.19,53.98,B2B
2023-06-01,B0L1A93D9Y,0,Low Buy Box,35,41,28.57,10,152.09,20.88,B2B
2023-07-01,B0L1A93D9Y,0,High Buy Box,12,18,50.0,6,238.34,44.24,B2B
2023-08-01,B0L1A93D9Y,0,Low Buy Box,50,57,6.0,3,72.99,55.56,B2B
2023-09-01,B0L1A93D9Y,0,Low Buy Box,44,60,2.27,1,33.94,24.35,B2B
2023-10-01,B0L1A93D9Y,0,High Buy Box,110,163,1.82,2,49.95,28.9,B2B
2023-11-01,B0L1A93D9Y,0,Low Buy Box,59,73,3.39,2,85.79,46.58,B2B
2023-12-01,B0L1A93D9Y,0,Low Buy Box,22,32,4.55,1,14.53,92.38,B2B
2024-01-01,B0L1A93D9Y,0,Low Buy Box,11,12,0.0,0,0.0,84.18,B2B
2022-04-01,B0CCDQ4SX9,0,Low Buy Box,11,12,0.0,0,0.0,30.2,B2B
2022-05-01,B0CCDQ4SX9,0,High Buy Box,297,384,1.01,3,48.79,4.15,B2B
2022-06-01,B0CCDQ4SX9,0,Low Buy Box,51,72,13.73,7,266.85,29.41,B2B
2022-07-01,B0CCDQ4SX9,0,Low Buy Box,32,37,21.88,7,71.48,7.73,B2B
2022-08-01,B0CCDQ4SX9,0,Low Buy Box,38,45,2.63,1,25.14,72.65,B2B
2022-09-01,B0CCDQ4SX9,0,Low Buy Box,44,58,0.0,0,0.0,49.97,B2B
2022-10-01,B0CCDQ4SX9,0,Low Buy Box,54,59,12.96,7,99.71,51.21,B2B
2022-11-01,B0CCDQ4SX9,0,Low Buy Box,0,0,0.0,1,35.57,77.35,B2B
2022-12-01,B0CCDQ4SX9,0,Low Buy Box,20,29,0.0,0,0.0,8.65,B2B
2023-01-01,B0CCDQ4SX9,0,High Buy Box,35,51,0.0,0,0.0,56.0,B2B
2023-02-01,B0CCDQ4SX9,0,High Buy Box,41,47,0.0,0,0.0,77.05,B2B
2023-03-01,B0CCDQ4SX9,0,Low Buy Box,274,351,0.0,0,0.0,74.09,B2B
2023-04-01,B0CCDQ4SX9,0,Low Buy Box,85,97,1.18,1,22.31,26.28,B2B
2023-05-01,B0CCDQ4SX9,0,High Buy Box,56,70,0.0,0,0.0,89.26,B2B
2023-06-01,B0CCDQ4SX9,0,Low Buy Box,86,132,9.3,8,254.44,71.69,B2B
2023-07-01,B0CCDQ4SX9,0,Low Buy Box,66,92,0.0,0,0.0,37.26,B2B
2023-08-01,B0CCDQ4SX9,0,Low Buy Box,81,86,2.47,2,39.9,23.89,B2B
2023-09-01,B0CCDQ4SX9,0,Low Buy Box,23,29,4.35,1,16.81,80.79,B2B
2023-10-01,B0CCDQ4SX9,0,High Buy Box,56,63,0.0,0,0.0,46.8,B2B
2023-11-01,B0CCDQ4SX9,0,Low Buy Box,65,99,4.62,3,131.05,46.18,B2B
2023-12-01,B0CCDQ4SX9,0,Low Buy Box,2,2,300.0,6,102.13,24.92,B2B
2024-01-01,B0CCDQ4SX9,0,Low Buy Box,22,26,9.09,2,24.02,46.07,B2B
2022-04-01,B0WAQCRTGT,0,Low Buy Box,45,66,11.11,5,187.44,47.12,B2B
2022-05-01,B0WAQCRTGT,0,Low Buy Box,138,199,2.9,4,83.03,65.01,B2B
2022-06-01,B0WAQCRTGT,0,Low Buy Box,10,14,10.0,1,19.61,71.11,B2B
2022-07-01,B0WAQCRTGT,0,High Buy Box,35,47,2.86,1,39.33,61.85,B2B
2022-08-01,B0WAQCRTGT,0,Low Buy Box,23,26,4.35,1,30.02,81.46,B2B
2022-09-01,B0WAQCRTGT,0,Low Buy Box,213,302,1.41,3,47.8,0.23,B2B
2022-10-01,B0WAQCRTGT,0,Low Buy Box,66,74,1.52,1,15.67,57.34,B2B
2022-11-01,B0WAQCRTGT,0,High Buy Box,62,87,0.0,0,0.0,64.45,B2B
2022-12-01,B0WAQCRTGT,0,Low Buy Box,39,58,2.56,1,26.7,51.93,B2B
2023-01-01,B0WAQCRTGT,0,Low Buy Box,161,191,1.24,2,66.68,76.19,B2B
2023-02-01,B0WAQCRTGT,0,Low Buy Box,30,44,0.0,0,0.0,61.38,B2B
2023-03-01,B0WAQCRTGT,0,Low Buy Box,5,6,100.0,5,76.79,60.28,B2B
2023-04-01,B0WAQCRTGT,0,Low Buy Box,32,39,0.0,0,0.0,1.81,B2B
2023-05-01,B0WAQCRTGT,0,Low Buy Box,23,34,17.39,4,165.98,95.84,B2B
2023-06-01,B0WAQCRTGT,0,Low Buy Box,4,4,50.0,2,77.42,72.17,B2B
2023-07-01,B0WAQCRTGT,0,Low Buy Box,61,89,3.28,2,28.42,76.87,B2B
2023-08-01,B0WAQCRTGT,0,Low Buy Box,0,0,0.0,2,57.3,32.88,B2B
2023-09-01,B0WAQCRTGT,0,Low Buy Box,37,54,10.81,4,66.79,50.33,B2B
2023-10-01,B0WAQCRTGT,0,Low Buy Box,76,113,1.32,1,19.44,2.44,B2B
2023-11-01,B0WAQCRTGT,0,Low Buy Box,198,245,1.01,2,58.12,5.65,B2B
2023-12-01,B0WAQCRTGT,0,Low Buy Box,76,100,0.0,0,0.0,41.59,B2B
2024-01-01,B0WAQCRTGT,0,Low Buy Box,43,63,2.33,1,16.18,47.48,B2B
2022-04-01,B08SRFPTQ6,0,Low Buy Box,6,8,100.0,6,123.31,11.22,B2B
2022-05-01,B08SRFPTQ6,0,High Buy Box,26,31,3.85,1,32.44,86.15,B2B
2022-06-01,B08SRFPTQ6,0,Low Buy Box,51,64,0.0,0,0.0,82.8,B2B
2022-07-01,B08SRFPTQ6,0,Low Buy Box,13,14,69.23,9,101.52,62.78,B2B
2022-08-01,B08SRFPTQ6,0,Low Buy Box,21,29,4.76,1,12.88,23.82,B2B
2022-09-01,B08SRFPTQ6,0,Low Buy Box,71,98,7.04,5,141.65,2.61,B2B
2022-10-01,B08SRFPTQ6,0,Low Buy Box,10,13,30.0,3,44.69,71.05,B2B
2022-11-01,B08SRFPTQ6,0,Low Buy Box,26,34,3.85,1,44.29,12.1,B2B
2022-12-01,B08SRFPTQ6,0,High Buy Box,49,58,0.0,0,0.0,92.88,B2B
2023-01-01,B08SRFPTQ6,0,Low Buy Box,114,127,0.88,1,28.4,17.24,B2B
2023-02-01,B08SRFPTQ6,0,High Buy Box,36,42,8.33,3,94.73,33.06,B2B
2023-03-01,B08SRFPTQ6,0,High Buy Box,32,47,3.12,1,42.56,68.83,B2B
2023-04-01,B08SRFPTQ6,0,High Buy Box,156,192,0.0,0,0.0,81.78,B2B
2023-05-01,B08SRFPTQ6,0,Low Buy Box,11,11,9.09,1,35.27,32.74,B2B
2023-06-01,B08SRFPTQ6,0,High Buy Box,0,0,0.0,3,110.26,89.26,B2B
2023-07-01,B08SRFPTQ6,0,Low Buy Box,86,125,1.16,1,25.48,91.73,B2B
2023-08-01,B08SRFPTQ6,0,Low Buy Box,217,257,1.38,3,54.0,32.45,B2B
2023-09-01,B08SRFPTQ6,0,Low Buy Box,47,72,12.77,6,164.77,33.54,B2B
2023-10-01,B08SRFPTQ6,0,High Buy Box,22,26,0.0,0,0.0,72.4,B2B
2023-11-01,B08SRFPTQ6,0,Low Buy Box,21,27,14.29,3,64.95,71.51,B2B
2023-12-01,B08SRFPTQ6,0,High Buy Box,22,33,4.55,1,23.27,2.67,B2B
2024-01-01,B08SRFPTQ6,0,Low Buy Box,15,21,0.0,0,0.0,71.98,B2B
2022-04-01,B0ECSK77QS,0,High Buy Box,134,163,1.49,2,59.46,29.07,B2B
2022-05-01,B0ECSK77QS,0,Low Buy Box,27,37,7.41,2,51.68,54.04,B2B
2022-06-01,B0ECSK77QS,0,Low Buy Box,1,1,300.0,3,52.11,70.04,B2B
2022-07-01,B0ECSK77QS,0,Low Buy Box,6,7,16.67,1,27.14,53.4,B2B
2022-08-01,B0ECSK77QS,0,Low Buy Box,40,50,0.0,0,0.0,55.27,B2B
2022-09-01,B0ECSK77QS,0,Low Buy Box,46,71,6.52,3,123.81,60.28,B2B
2022-10-01,B0ECSK77QS,0,Low Buy Box,11,13,9.09,1,24.0,54.36,B2B
2022-11-01,B0ECSK77QS,0,Low Buy Box,243,368,0.82,2,84.89,48.48,B2B
2022-12-01,B0ECSK77QS,0,High Buy Box,65,86,0.0,0,0.0,92.48,B2B
2023-01-01,B0ECSK77QS,0,Low Buy Box,38,50,15.79,6,60.74,39.99,B2B
2023-02-01,B0ECSK77QS,0,High Buy Box,27,41,0.0,0,0.0,61.13,B2B
2023-03-01,B0ECSK77QS,0,Low Buy Box,16,20,12.5,2,54.17,60.62,B2B
2023-04-01,B0ECSK77QS,0,Low Buy Box,64,94,4.69,3,123.1,43.04,B2B
2023-05-01,B0ECSK77QS,0,Low Buy Box,34,46,14.71,5,136.92,91.07,B2B
2023-06-01,B0ECSK77QS,0,Low Buy Box,130,158,0.0,0,0.0,69.02,B2B
2023-07-01,B0ECSK77QS,0,Low Buy Box,5,6,0.0,0,0.0,14.34,B2B
2023-08-01,B0ECSK77QS,0,High Buy Box,8,10,25.0,2,77.8,99.51,B2B
2023-09-01,B0ECSK77QS,0,Low Buy Box,9,12,44.44,4,45.52,48.85,B2B
2023-10-01,B0ECSK77QS,0,Low Buy Box,6,8,150.0,9,134.11,60.11,B2B
2023-11-01,B0ECSK77QS,0,Low Buy Box,41,51,4.88,2,78.24,32.56,B2B
2023-12-01,B0ECSK77QS,0,Low Buy Box,16,22,0.0,0,0.0,14.94,B2B
2024-01-01,B0ECSK77QS,0,Low Buy Box,119,182,0.0,0,0.0,83.26,B2B
2022-04-01,B0T1J5DPH4,1,Low Buy Box,308,423,1.3,4,157.99,49.46,B2B
2022-05-01,B0T1J5DPH4,1,Low Buy Box,99,127,1.01,1,29.83,13.1,B2B
2022-06-01,B0T1J5DPH4,1,Low Buy Box,3,4,100.0,3,68.66,56.25,B2B
2022-07-01,B0T1J5DPH4,1,Low Buy Box,159,175,0.0,0,0.0,81.97,B2B
2022-08-01,B0T1J5DPH4,1,High Buy Box,82,100,6.1,5,184.23,23.6,B2B
2022-09-01,B0T1J5DPH4,1,High Buy Box,63,78,6.35,4,84.35,84.03,B2B
2022-10-01,B0T1J5DPH4,1,Low Buy Box,5,5,160.0,8,262.49,49.34,B2B
2022-11-01,B0T1J5DPH4,1,Low Buy Box,6,8,16.67,1,27.8,38.21,B2B
2022-12-01,B0T1J5DPH4,1,High Buy Box,104,114,1.92,2,30.13,39.41,B2B
2023-01-01,B0T1J5DPH4,1,Low Buy Box,76,86,6.58,5,139.76,78.39,B2B
2023-02-01,B0T1J5DPH4,1,Low Buy Box,25,28,8.0,2,85.25,2.46,B2B
2023-03-01,B0T1J5DPH4,1,High Buy Box,3,4,66.67,2,45.29,66.18,B2B
2023-04-01,B0T1J5DPH4,1,Low Buy Box,91,118,0.0,0,0.0,49.29,B2B
2023-05-01,B0T1J5DPH4,1,Low Buy Box,37,38,13.51,5,216.22,56.2,B2B
2023-06-01,B0T1J5DPH4,1,Low Buy Box,16,19,6.25,1,25.15,69.0,B2B
2023-07-01,B0T1J5DPH4,1,Low Buy Box,142,200,0.7,1,12.93,4.68,B2B
2023-08-01,B0T1J5DPH4,1,Low Buy Box,41,60,0.0,0,0.0,80.36,B2B
2023-09-01,B0T1J5DPH4,1,Low Buy Box,107,124,0.0,0,0.0,37.42,B2B
2023-10-01,B0T1J5DPH4,1,Low Buy Box,118,158,6.78,8,168.65,39.64,B2B
2023-11-01,B0T1J5DPH4,1,Low Buy Box,54,73,1.85,1,40.81,34.69,B2B
2023-12-01,B0T1J5DPH4,1,High Buy Box,254,338,0.0,0,0.0,47.25,B2B
2024-01-01,B0T1J5DPH4,1,High Buy Box,55,78,5.45,3,100.97,98.99,B2B
2022-04-01,B01MY4XRL6,0,Low Buy Box,31,42,16.13,5,206.2,98.55,B2B
2022-05-01,B01MY4XRL6,0,Low Buy Box,5,6,20.0,1,37.63,78.44,B2B
2022-06-01,B01MY4XRL6,0,Low Buy Box,21,31,4.76,1,21.54,49.92,B2B
2022-07-01,B01MY4XRL6,0,Low Buy Box,116,152,0.0,0,0.0,50.75,B2B
2022-08-01,B01MY4XRL6,0,Low Buy Box,35,45,5.71,2,45.99,79.77,B2B
2022-09-01,B01MY4XRL6,0,Low Buy Box,106,134,0.94,1,30.22,49.38,B2B
2022-10-01,B01MY4XRL6,0,High Buy Box,7,9,14.29,1,37.49,86.19,B2B
2022-11-01,B01MY4XRL6,0,Low Buy Box,25,35,0.0,0,0.0,64.49,B2B
2022-12-01,B01MY4XRL6,0,High Buy Box,180,193,0.56,1,41.07,89.52,B2B
2023-01-01,B01MY4XRL6,0,Low Buy Box,12,15,0.0,0,0.0,18.76,B2B
2023-02-01,B01MY4XRL6,0,Low Buy Box,28,41,0.0,0,0.0,32.7,B2B
2023-03-01,B01MY4XRL6,0,Low Buy Box,47,54,0.0,0,0.0,55.15,B2B
2023-04-01,B01MY4XRL6,0,High Buy Box,157,167,0.64,1,10.07,43.36,B2B
2023-05-01,B01MY4XRL6,0,Low Buy Box,132,155,3.03,4,67.23,43.35,B2B
2023-06-01,B01MY4XRL6,0,Low Buy Box,123,166,0.81,1,37.45,24.48,B2B
2023-07-01,B01MY4XRL6,0,Low Buy Box,55,76,0.0,0,0.0,97.52,B2B
2023-08-01,B01MY4XRL6,0,Low Buy Box,81,105,4.94,4,150.63,85.13,B2B
2023-09-01,B01MY4XRL6,0,Low Buy Box,90,100,2.22,2,25.96,12.26,B2B
2023-10-01,B01MY4XRL6,0,Low Buy Box,131,189,2.29,3,69.7,60.26,B2B
2023-11-01,B01MY4XRL6,0,Low Buy Box,1,1,200.0,2,23.03,36.5,B2B
2023-12-01,B01MY4XRL6,0,Low Buy Box,93,139,3.23,3,55.99,98.09,B2B
2024-01-01,B01MY4XRL6,0,High Buy Box,57,81,3.51,2,57.51,95.5,B2B
2022-04-01,B0J6400DSG,0,High Buy Box,36,53,0.0,0,0.0,67.31,B2B
2022-05-01,B0J6400DSG,0,Low Buy Box,69,84,11.59,8,248.81,39.46,B2B
2022-06-01,B0J6400DSG,0,Low Buy Box,17,20,5.88,1,42.79,34.41,B2B
2022-07-01,B0J6400DSG,0,Low Buy Box,25,30,4.0,1,36.5,45.84,B2B
2022-08-01,B0J6400DSG,0,Low Buy Box,56,80,5.36,3,126.93,65.22,B2B
2022-09-01,B0J6400DSG,0,Low Buy Box,25,36,24.0,6,157.52,35.96,B2B
2022-10-01,B0J6400DSG,0,High Buy Box,156,235,1.28,2,85.78,73.45,B2B
2022-11-01,B0J6400DSG,0,Low Buy Box,63,83,1.59,1,39.96,21.07,B2B
2022-12-01,B0J6400DSG,0,High Buy Box,21,28,0.0,0,0.0,69.16,B2B
2023-01-01,B0J6400DSG,0,Low Buy Box,47,66,6.38,3,123.09,80.67,B2B
2023-02-01,B0J6400DSG,0,High Buy Box,8,10,12.5,1,11.22,96.43,B2B
2023-03-01,B0J6400DSG,0,Low Buy Box,20,23,10.0,2,77.38,71.82,B2B
2023-04-01,B0J6400DSG,0,Low Buy Box,33,47,15.15,5,81.04,81.55,B2B
2023-05-01,B0J6400DSG,0,Low Buy Box,188,227,2.66,5,77.84,86.17,B2B
2023-06-01,B0J6400DSG,0,Low Buy Box,15,16,0.0,0,0.0,27.73,B2B
2023-07-01,B0J6400DSG,0,Low Buy Box,250,342,0.0,0,0.0,89.49,B2B
2023-08-01,B0J6400DSG,0,Low Buy Box,51,54,7.84,4,174.81,51.69,B2B
2023-09-01,B0J6400DSG,0,Low Buy Box,9,11,11.11,1,22.64,14.8,B2B
2023-10-01,B0J6400DSG,0,Low Buy Box,93,124,1.08,1,27.47,9.02,B2B
2023-11-01,B0J6400DSG,0,Low Buy Box,106,151,1.89,2,63.69,59.57,B2B
2023-12-01,B0J6400DSG,0,High Buy Box,216,251,0.0,0,0.0,92.15,B2B
2024-01-01,B0J6400DSG,0,Low Buy Box,112,124,0.0,0,0.0,5.11,B2B
2022-04-01,B0VRMWSQST,0,Low Buy Box,53,64,3.77,2,50.78,68.07,B2B
2022-05-01,B0VRMWSQST,0,Low Buy Box,226,303,3.1,7,122.77,43.51,B2B
2022-06-01,B0VRMWSQST,0,Low Buy Box,186,198,4.3,8,338.47,80.07,B2B
2022-07-01,B0VRMWSQST,0,Low Buy Box,71,102,1.41,1,43.36,79.81,B2B
2022-08-01,B0VRMWSQST,0,Low Buy Box,25,35,0.0,0,0.0,75.01,B2B
2022-09-01,B0VRMWSQST,0,Low Buy Box,99,143,2.02,2,41.58,12.93,B2B
2022-10-01,B0VRMWSQST,0,Low Buy Box,12,14,0.0,0,0.0,62.65,B2B
2022-11-01,B0VRMWSQST,0,Low Buy Box,48,50,12.5,6,175.49,49.29,B2B
2022-12-01,B0VRMWSQST,0,High Buy Box,7,9,57.14,4,43.27,80.98,B2B
2023-01-01,B0VRMWSQST,0,Low Buy Box,2,3,0.0,0,0.0,49.84,B2B
2023-02-01,B0VRMWSQST,0,Low Buy Box,27,40,11.11,3,128.53,87.79,B2B
2023-03-01,B0VRMWSQST,0,Low Buy Box,43,63,0.0,0,0.0,6.35,B2B
2023-04-01,B0VRMWSQST,0,High Buy Box,88,114,0.0,0,0.0,77.35,B2B
2023-05-01,B0VRMWSQST,0,Low Buy Box,1,1,600.0,6,98.49,31.2,B2B
2023-06-01,B0VRMWSQST,0,Low Buy Box,179,226,0.0,0,0.0,99.36,B2B
2023-07-01,B0VRMWSQST,0,Low Buy Box,182,274,1.1,2,74.35,24.72,B2B
2023-08-01,B0VRMWSQST,0,Low Buy Box,36,38,8.33,3,129.65,53.77,B2B
2023-09-01,B0VRMWSQST,0,Low Buy Box,272,352,1.84,5,170.52,41.67,B2B
2023-10-01,B0VRMWSQST,0,High Buy Box,17,24,0.0,0,0.0,39.74,B2B
2023-11-01,B0VRMWSQST,0,High Buy Box,92,106,0.0,0,0.0,37.26,B2B
2023-12-01,B0VRMWSQST,0,Low Buy Box,28,30,3.57,1,15.39,47.21,B2B
2024-01-01,B0VRMWSQST,0,Low Buy Box,196,301,3.06,6,109.68,25.12,B2B
2022-04-01,B0YL6BPBEC,0,High Buy Box,26,35,0.0,0,0.0,14.89,B2B
2022-05-01,B0YL6BPBEC,0,Low Buy Box,41,50,2.44,1,30.17,91.98,B2B
2022-06-01,B0YL6BPBEC,0,Low Buy Box,2,2,50.0,1,14.31,14.01,B2B
2022-07-01,B0YL6BPBEC,0,Low Buy Box,48,65,2.08,1,31.47,24.46,B2B
2022-08-01,B0YL6BPBEC,0,Low Buy Box,232,318,0.0,0,0.0,2.78,B2B
2022-09-01,B0YL6BPBEC,0,High Buy Box,5,6,20.0,1,34.5,31.59,B2B
2022-10-01,B0YL6BPBEC,0,Low Buy Box,137,149,2.19,3,98.12,83.17,B2B
2022-11-01,B0YL6BPBEC,0,Low Buy Box,37,44,10.81,4,164.92,91.74,B2B
2022-12-01,B0YL6BPBEC,0,Low Buy Box,84,112,1.19,1,40.02,8.9,B2B
2023-01-01,B0YL6BPBEC,0,High Buy Box,81,119,4.94,4,78.4,32.61,B2B
2023-02-01,B0YL6BPBEC,0,Low Buy Box,202,256,2.48,5,197.85,99.23,B2B
2023-03-01,B0YL6BPBEC,0,Low Buy Box,12,14,8.33,1,28.93,51.11,B2B
2023-04-01,B0YL6BPBEC,0,Low Buy Box,9,11,0.0,0,0.0,42.27,B2B
2023-05-01,B0YL6BPBEC,0,High Buy Box,16,21,12.5,2,88.42,70.86,B2B
2023-06-01,B0YL6BPBEC,0,Low Buy Box,83,126,1.2,1,39.15,78.11,B2B
2023-07-01,B0YL6BPBEC,0,High Buy Box,59,69,3.39,2,61.42,60.87,B2B
2023-08-01,B0YL6BPBEC,0,Low Buy Box,100,111,0.0,0,0.0,46.68,B2B
2023-09-01,B0YL6BPBEC,0,Low Buy Box,81,91,0.0,0,0.0,29.55,B2B
2023-10-01,B0YL6BPBEC,0,Low Buy Box,340,478,0.0,0,0.0,28.85,B2B
2023-11-01,B0YL6BPBEC,0,Low Buy Box,203,245,0.0,0,0.0,73.65,B2B
2023-12-01,B0YL6BPBEC,0,Low Buy Box,3,3,100.0,3,114.29,19.41,B2B
2024-01-01,B0YL6BPBEC,0,Low Buy Box,83,99,3.61,3,74.93,35.56,B2B
2022-04-01,B08031WQ7N,1,Low Buy Box,72,102,1.39,1,30.97,59.17,B2B
2022-05-01,B08031WQ7N,1,Low Buy Box,28,42,32.14,9,375.94,24.78,B2B
2022-06-01,B08031WQ7N,1,Low Buy Box,270,335,0.0,0,0.0,85.71,B2B
2022-07-01,B08031WQ7N,1,Low Buy Box,24,29,16.67,4,89.33,30.12,B2B
2022-08-01,B08031WQ7N,1,Low Buy Box,17,25,11.76,2,61.26,40.82,B2B
2022-09-01,B08031WQ7N,1,Low Buy Box,5,7,20.0,1,18.26,63.91,B2B
2022-10-01,B08031WQ7N,1,Low Buy Box,45,54,2.22,1,28.0,0.28,B2B
2022-11-01,B08031WQ7N,1,Low Buy Box,88,109,0.0,0,0.0,68.76,B2B
2022-12-01,B08031WQ7N,1,High Buy Box,51,64,7.84,4,98.24,92.79,B2B
2023-01-01,B08031WQ7N,1,High Buy Box,31,38,9.68,3,106.25,25.75,B2B
2023-02-01,B08031WQ7N,1,High Buy Box,10,12,50.0,5,200.33,70.25,B2B
2023-03-01,B08031WQ7N,1,High Buy Box,32,48,12.5,4,122.98,26.68,B2B
2023-04-01,B08031WQ7N,1,Low Buy Box,4,6,0.0,0,0.0,88.99,B2B
2023-05-01,B08031WQ7N,1,Low Buy Box,17,18,17.65,3,85.18,93.28,B2B
2023-06-01,B08031WQ7N,1,Low Buy Box,54,75,16.67,9,264.18,84.89,B2B
2023-07-01,B08031WQ7N,1,Low Buy Box,52,70,1.92,1,44.39,61.13,B2B
2023-08-01,B08031WQ7N,1,Low Buy Box,43,46,0.0,0,0.0,43.89,B2B
2023-09-01,B08031WQ7N,1,Low Buy Box,4,5,0.0,0,0.0,16.67,B2B
2023-10-01,B08031WQ7N,1,Low Buy Box,92,113,2.17,2,23.09,75.42,B2B
2023-11-01,B08031WQ7N,1,Low Buy Box,13,17,15.38,2,56.64,86.36,B2B
2023-12-01,B08031WQ7N,1,Low Buy Box,46,59,2.17,1,13.41,97.08,B2B
2024-01-01,B08031WQ7N,1,Low Buy Box,10,12,10.0,1,15.87,65.39,B2B
2022-04-01,B0BEA3X67N,0,High Buy Box,41,53,2.44,1,41.55,10.1,B2B
2022-05-01,B0BEA3X67N,0,Low Buy Box,7,8,14.29,1,26.47,86.05,B2B
2022-06-01,B0BEA3X67N,0,Low Buy Box,51,73,7.84,4,98.5,84.46,B2B
2022-07-01,B0BEA3X67N,0,Low Buy Box,24,25,0.0,0,0.0,81.88,B2B
2022-08-01,B0BEA3X67N,0,High Buy Box,82,101,0.0,0,0.0,10.96,B2B
2022-09-01,B0BEA3X67N,0,Low Buy Box,11,13,9.09,1,19.22,96.93,B2B
2022-10-01,B0BEA3X67N,0,Low Buy Box,1,1,200.0,2,60.52,90.34,B2B
2022-11-01,B0BEA3X67N,0,Low Buy Box,167,218,1.2,2,65.23,87.59,B2B
2022-12-01,B0BEA3X67N,0,High Buy Box,24,28,8.33,2,76.14,55.62,B2B
2023-01-01,B0BEA3X67N,0,Low Buy Box,51,56,3.92,2,89.67,59.64,B2B
