Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Mobile_App,Sessions_Mobile_APP_B2B,Sessions_Browser,Sessions_Browser_B2B,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Mobile_App,Session_Percentage_Mobile_APP_B2B,Session_Percentage_Browser,Session_Percentage_Browser_B2B,Session_Percentage_Total,Session_Percentage_Total_B2B,Page_Views_Mobile_App,Page_Views_Mobile_APP_B2B,Page_Views_Browser,Page_Views_Browser_B2B,Page_Views_Total,Page_Views_Total_B2B,Page_Views_Percentage_Mobile_App,Page_Views_Percentage_Mobile_App_B2B,Page_Views_Percentage_Browser,Page_Views_Percentage_Browser_B2B,Page_Views_Percentage_Total,Page_Views_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B,Report_Date
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,192,15,1436,16,1628,31,0.1179,0.4839,0.8821,0.5161,1.0,1.0,202,16,1769,19,1971,35,0.1025,0.4571,0.8975,0.5429,1.0,1.0,0.8833,0.6754,0,0,0.0,0.0,0.0,0.0,0,0,2022-05-14
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,120,16,998,12,1118,28,0.1073,0.5714,0.8927,0.4286,1.0,1.0,164,17,1963,14,2127,31,0.0771,0.5484,0.9229,0.4516,1.0,1.0,0.5127,0.3859,36,3,0.0322,0.0013,2278.31,33.94,36,0,2022-05-15
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,325,11,1320,7,1645,18,0.1976,0.6111,0.8024,0.3889,1.0,1.0,408,12,2248,8,2656,20,0.1536,0.6,0.8464,0.4,1.0,1.0,0.7831,0.7692,27,2,0.0164,0.0046,1566.76,71.31,27,2,2022-05-16
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,506,5,2140,40,2646,45,0.1912,0.1111,0.8088,0.8889,1.0,1.0,614,5,2339,48,2953,53,0.2079,0.0943,0.7921,0.9057,1.0,1.0,0.5486,0.3574,11,1,0.0042,0.0005,314.99,14.91,11,1,2022-05-17
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,61,20,2467,58,2528,78,0.0241,0.2564,0.9759,0.7436,1.0,1.0,68,22,4145,69,4213,91,0.0161,0.2418,0.9839,0.7582,1.0,1.0,0.6838,0.6708,14,1,0.0055,0.0013,625.93,43.07,14,1,2022-05-18
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,165,8,1567,36,1732,44,0.0953,0.1818,0.9047,0.8182,1.0,1.0,261,8,1831,43,2092,51,0.1248,0.1569,0.8752,0.8431,1.0,1.0,0.7964,0.492,8,0,0.0046,0.0002,228.06,2.65,8,1,2022-05-19
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,137,10,1066,31,1203,41,0.1139,0.2439,0.8861,0.7561,1.0,1.0,158,11,1603,37,1761,48,0.0897,0.2292,0.9103,0.7708,1.0,1.0,0.8409,0.6705,15,0,0.0125,0.0032,871.86,34.84,15,1,2022-05-20
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,600,17,2243,10,2843,27,0.211,0.6296,0.789,0.3704,1.0,1.0,646,18,3649,12,4295,30,0.1504,0.6,0.8496,0.4,1.0,1.0,0.6749,0.6219,29,3,0.0102,0.0009,950.71,18.0,29,0,2022-05-21
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,61,3,1691,10,1752,13,0.0348,0.2308,0.9652,0.7692,1.0,1.0,85,3,2852,12,2937,15,0.0289,0.2,0.9711,0.8,1.0,1.0,0.9124,0.8846,40,2,0.0228,0.0062,894.8,37.87,40,5,2022-05-22
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,234,7,1641,4,1875,11,0.1248,0.6364,0.8752,0.3636,1.0,1.0,363,7,2518,4,2881,11,0.126,0.6364,0.874,0.3636,1.0,1.0,0.6185,0.5572,31,0,0.0165,0.0047,717.72,24.67,31,1,2022-05-23
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,416,17,2396,15,2812,32,0.1479,0.5312,0.8521,0.4688,1.0,1.0,464,18,3311,18,3775,36,0.1229,0.5,0.8771,0.5,1.0,1.0,0.9991,0.962,0,1,0.0,0.0,0.0,0.0,0,1,2022-05-24
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,348,0,1031,60,1379,60,0.2524,0.0,0.7476,1.0,1.0,1.0,550,0,1106,72,1656,72,0.3321,0.0,0.6679,1.0,1.0,1.0,0.7412,0.465,21,0,0.0152,0.0023,1097.97,29.42,21,2,2022-05-25
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,218,14,82,57,300,71,0.7267,0.1972,0.2733,0.8028,1.0,1.0,278,15,157,68,435,83,0.6391,0.1807,0.3609,0.8193,1.0,1.0,0.8241,0.7367,20,0,0.0667,0.0005,1239.42,8.41,20,1,2022-05-26
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,79,13,2221,43,2300,56,0.0343,0.2321,0.9657,0.7679,1.0,1.0,112,14,3990,51,4102,65,0.0273,0.2154,0.9727,0.7846,1.0,1.0,0.7676,0.7338,15,2,0.0065,0.0005,421.98,13.83,15,2,2022-05-27
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,35,12,1346,21,1381,33,0.0253,0.3636,0.9747,0.6364,1.0,1.0,37,13,1679,25,1716,38,0.0216,0.3421,0.9784,0.6579,1.0,1.0,0.5424,0.4541,20,1,0.0145,0.0005,691.98,6.67,20,0,2022-05-28
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,590,15,1820,36,2410,51,0.2448,0.2941,0.7552,0.7059,1.0,1.0,766,16,2829,43,3595,59,0.2131,0.2712,0.7869,0.7288,1.0,1.0,0.7753,0.5522,40,6,0.0166,0.0006,1461.28,13.55,40,1,2022-05-29
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,587,15,2082,11,2669,26,0.2199,0.5769,0.7801,0.4231,1.0,1.0,920,16,2392,13,3312,29,0.2778,0.5517,0.7222,0.4483,1.0,1.0,0.7344,0.6741,20,2,0.0075,0.0012,864.52,46.97,20,2,2022-05-30
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,365,14,895,9,1260,23,0.2897,0.6087,0.7103,0.3913,1.0,1.0,566,15,1753,10,2319,25,0.2441,0.6,0.7559,0.4,1.0,1.0,0.9637,0.9335,36,1,0.0286,0.0053,2284.17,53.72,36,6,2022-05-31
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,376,4,2328,57,2704,61,0.1391,0.0656,0.8609,0.9344,1.0,1.0,512,4,2501,68,3013,72,0.1699,0.0556,0.8301,0.9444,1.0,1.0,0.8254,0.6019,33,4,0.0122,0.003,1526.67,68.45,33,5,2022-06-01
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,385,7,1606,20,1991,27,0.1934,0.2593,0.8066,0.7407,1.0,1.0,552,7,2593,24,3145,31,0.1755,0.2258,0.8245,0.7742,1.0,1.0,0.896,0.8624,33,0,0.0166,0.0014,1086.67,45.03,33,3,2022-06-02
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,217,5,1659,7,1876,12,0.1157,0.4167,0.8843,0.5833,1.0,1.0,330,5,3083,8,3413,13,0.0967,0.3846,0.9033,0.6154,1.0,1.0,0.9462,0.7496,4,0,0.0021,0.0003,145.87,6.93,4,0,2022-06-03
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,336,12,1129,5,1465,17,0.2294,0.7059,0.7706,0.2941,1.0,1.0,492,13,1846,6,2338,19,0.2104,0.6842,0.7896,0.3158,1.0,1.0,0.5802,0.3723,18,1,0.0123,0.0022,747.07,46.56,18,1,2022-06-04
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,503,15,671,27,1174,42,0.4284,0.3571,0.5716,0.6429,1.0,1.0,572,16,1267,32,1839,48,0.311,0.3333,0.689,0.6667,1.0,1.0,0.7415,0.5151,33,1,0.0281,0.0038,1270.8,35.65,33,4,2022-06-05
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,114,0,1589,56,1703,56,0.0669,0.0,0.9331,1.0,1.0,1.0,168,0,1932,67,2100,67,0.08,0.0,0.92,1.0,1.0,1.0,0.5288,0.3314,36,5,0.0211,0.0024,1969.05,67.44,36,1,2022-06-06
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,472,8,1125,35,1597,43,0.2956,0.186,0.7044,0.814,1.0,1.0,707,8,1721,42,2428,50,0.2912,0.16,0.7088,0.84,1.0,1.0,0.8197,0.6171,38,4,0.0238,0.0039,1340.96,90.05,38,4,2022-06-07
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,176,16,1725,35,1901,51,0.0926,0.3137,0.9074,0.6863,1.0,1.0,252,17,1963,42,2215,59,0.1138,0.2881,0.8862,0.7119,1.0,1.0,0.6628,0.5945,20,1,0.0105,0.0021,773.98,5.68,20,1,2022-06-08
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,80,19,2424,24,2504,43,0.0319,0.4419,0.9681,0.5581,1.0,1.0,109,20,2693,28,2802,48,0.0389,0.4167,0.9611,0.5833,1.0,1.0,0.9183,0.8497,38,3,0.0152,0.0044,2263.38,49.55,38,5,2022-06-09
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,343,0,1897,15,2240,15,0.1531,0.0,0.8469,1.0,1.0,1.0,425,0,2522,18,2947,18,0.1442,0.0,0.8558,1.0,1.0,1.0,0.9203,0.7257,13,2,0.0058,0.0017,514.87,30.49,13,2,2022-06-10
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,503,3,2003,27,2506,30,0.2007,0.1,0.7993,0.9,1.0,1.0,738,3,3786,32,4524,35,0.1631,0.0857,0.8369,0.9143,1.0,1.0,0.8921,0.548,25,4,0.01,0.0024,1005.39,1.58,25,0,2022-06-11
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,487,20,1160,60,1647,80,0.2957,0.25,0.7043,0.75,1.0,1.0,687,22,1762,72,2449,94,0.2805,0.234,0.7195,0.766,1.0,1.0,0.5767,0.4039,6,1,0.0036,0.0001,148.25,8.35,6,0,2022-06-12
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,406,7,2007,48,2413,55,0.1683,0.1273,0.8317,0.8727,1.0,1.0,553,7,3423,57,3976,64,0.1391,0.1094,0.8609,0.8906,1.0,1.0,0.9711,0.7334,35,3,0.0145,0.0,1157.13,60.82,35,5,2022-06-13
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,48,13,530,39,578,52,0.083,0.25,0.917,0.75,1.0,1.0,64,14,952,46,1016,60,0.063,0.2333,0.937,0.7667,1.0,1.0,0.8947,0.8082,21,2,0.0363,0.0051,778.6,32.19,21,3,2022-06-14
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,324,9,1176,51,1500,60,0.216,0.15,0.784,0.85,1.0,1.0,472,9,1286,61,1758,70,0.2685,0.1286,0.7315,0.8714,1.0,1.0,0.9017,0.735,18,2,0.012,0.0024,610.7,40.94,18,0,2022-06-15
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,125,1,2344,55,2469,56,0.0506,0.0179,0.9494,0.9821,1.0,1.0,160,1,3835,66,3995,67,0.0401,0.0149,0.9599,0.9851,1.0,1.0,0.9007,0.6653,4,1,0.0016,0.0003,137.21,4.69,4,0,2022-06-16
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,54,8,2234,16,2288,24,0.0236,0.3333,0.9764,0.6667,1.0,1.0,69,8,3040,19,3109,27,0.0222,0.2963,0.9778,0.7037,1.0,1.0,0.9589,0.62,34,1,0.0149,0.0018,2075.33,103.02,34,0,2022-06-17
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,256,2,599,56,855,58,0.2994,0.0345,0.7006,0.9655,1.0,1.0,362,2,945,67,1307,69,0.277,0.029,0.723,0.971,1.0,1.0,0.7298,0.4497,5,1,0.0058,0.0,313.16,6.58,5,1,2022-06-18
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,340,6,971,34,1311,40,0.2593,0.15,0.7407,0.85,1.0,1.0,498,6,1466,40,1964,46,0.2536,0.1304,0.7464,0.8696,1.0,1.0,0.6366,0.4946,34,1,0.0259,0.0076,2081.55,119.6,34,5,2022-06-19
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,258,18,1219,20,1477,38,0.1747,0.4737,0.8253,0.5263,1.0,1.0,300,19,1360,24,1660,43,0.1807,0.4419,0.8193,0.5581,1.0,1.0,0.8252,0.5506,15,2,0.0102,0.0004,838.73,33.33,15,2,2022-06-20
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,403,0,2369,49,2772,49,0.1454,0.0,0.8546,1.0,1.0,1.0,489,0,2683,58,3172,58,0.1542,0.0,0.8458,1.0,1.0,1.0,0.6335,0.4328,27,3,0.0097,0.0006,903.99,16.99,27,3,2022-06-21
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,450,7,1555,26,2005,33,0.2244,0.2121,0.7756,0.7879,1.0,1.0,652,7,2360,31,3012,38,0.2165,0.1842,0.7835,0.8158,1.0,1.0,0.8623,0.7787,22,2,0.011,0.0028,707.16,4.59,22,3,2022-06-22
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,370,16,673,5,1043,21,0.3547,0.7619,0.6453,0.2381,1.0,1.0,552,17,815,6,1367,23,0.4038,0.7391,0.5962,0.2609,1.0,1.0,0.9163,0.781,33,4,0.0316,0.0002,1979.84,45.45,33,1,2022-06-23
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,491,12,1748,38,2239,50,0.2193,0.24,0.7807,0.76,1.0,1.0,569,13,2601,45,3170,58,0.1795,0.2241,0.8205,0.7759,1.0,1.0,0.8514,0.823,30,1,0.0134,0.0035,1529.28,36.24,30,5,2022-06-24
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,80,1,2248,2,2328,3,0.0344,0.3333,0.9656,0.6667,1.0,1.0,116,1,2985,2,3101,3,0.0374,0.3333,0.9626,0.6667,1.0,1.0,0.8078,0.5641,19,2,0.0082,0.0023,640.17,41.87,19,1,2022-06-25
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,394,3,1307,52,1701,55,0.2316,0.0545,0.7684,0.9455,1.0,1.0,466,3,1856,62,2322,65,0.2007,0.0462,0.7993,0.9538,1.0,1.0,0.7456,0.6556,11,0,0.0065,0.0018,656.98,36.93,11,1,2022-06-26
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,300,5,1685,31,1985,36,0.1511,0.1389,0.8489,0.8611,1.0,1.0,435,5,1955,37,2390,42,0.182,0.119,0.818,0.881,1.0,1.0,0.5677,0.5632,5,0,0.0025,0.0001,313.9,10.92,5,1,2022-06-27
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,100,19,1115,20,1215,39,0.0823,0.4872,0.9177,0.5128,1.0,1.0,149,20,2067,24,2216,44,0.0672,0.4545,0.9328,0.5455,1.0,1.0,0.7214,0.484,13,1,0.0107,0.002,332.46,2.02,13,2,2022-06-28
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,306,17,1610,31,1916,48,0.1597,0.3542,0.8403,0.6458,1.0,1.0,444,18,1924,37,2368,55,0.1875,0.3273,0.8125,0.6727,1.0,1.0,0.851,0.7386,33,4,0.0172,0.0004,960.91,13.52,33,1,2022-06-29
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,360,2,2289,2,2649,4,0.1359,0.5,0.8641,0.5,1.0,1.0,482,2,4426,2,4908,4,0.0982,0.5,0.9018,0.5,1.0,1.0,0.5525,0.5075,29,4,0.0109,0.0022,1357.82,9.31,29,3,2022-06-30
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,582,11,1914,43,2496,54,0.2332,0.2037,0.7668,0.7963,1.0,1.0,831,12,3046,51,3877,63,0.2143,0.1905,0.7857,0.8095,1.0,1.0,0.7818,0.7754,9,1,0.0036,0.0,335.1,15.21,9,0,2022-07-01
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,446,13,863,31,1309,44,0.3407,0.2955,0.6593,0.7045,1.0,1.0,605,14,1566,37,2171,51,0.2787,0.2745,0.7213,0.7255,1.0,1.0,0.5749,0.5362,22,3,0.0168,0.0032,1417.44,17.21,22,1,2022-07-02
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,562,10,546,25,1108,35,0.5072,0.2857,0.4928,0.7143,1.0,1.0,631,11,683,30,1314,41,0.4802,0.2683,0.5198,0.7317,1.0,1.0,0.7496,0.6007,32,5,0.0289,0.0027,1459.15,0.43,32,4,2022-07-03
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,382,0,2278,33,2660,33,0.1436,0.0,0.8564,1.0,1.0,1.0,407,0,4274,39,4681,39,0.0869,0.0,0.9131,1.0,1.0,1.0,0.5537,0.3508,25,0,0.0094,0.001,958.89,15.61,25,4,2022-07-04
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,527,9,730,20,1257,29,0.4193,0.3103,0.5807,0.6897,1.0,1.0,789,9,848,24,1637,33,0.482,0.2727,0.518,0.7273,1.0,1.0,0.5289,0.4361,24,1,0.0191,0.0001,1441.26,54.5,24,3,2022-07-05
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,593,2,843,50,1436,52,0.413,0.0385,0.587,0.9615,1.0,1.0,905,2,1407,60,2312,62,0.3914,0.0323,0.6086,0.9677,1.0,1.0,0.6465,0.6188,21,1,0.0146,0.0016,986.94,16.05,21,2,2022-07-06
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,548,3,884,11,1432,14,0.3827,0.2143,0.6173,0.7857,1.0,1.0,736,3,946,13,1682,16,0.4376,0.1875,0.5624,0.8125,1.0,1.0,0.8264,0.5517,5,0,0.0035,0.0003,149.25,7.39,5,0,2022-07-07
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,320,14,1703,41,2023,55,0.1582,0.2545,0.8418,0.7455,1.0,1.0,479,15,2430,49,2909,64,0.1647,0.2344,0.8353,0.7656,1.0,1.0,0.5122,0.3794,7,1,0.0035,0.001,223.12,11.83,7,1,2022-07-08
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,431,0,721,31,1152,31,0.3741,0.0,0.6259,1.0,1.0,1.0,596,0,1012,37,1608,37,0.3706,0.0,0.6294,1.0,1.0,1.0,0.7363,0.6491,15,1,0.013,0.0024,453.5,7.16,15,2,2022-07-09
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,294,4,2465,40,2759,44,0.1066,0.0909,0.8934,0.9091,1.0,1.0,320,4,4136,48,4456,52,0.0718,0.0769,0.9282,0.9231,1.0,1.0,0.8457,0.7382,19,1,0.0069,0.0016,788.15,11.04,19,2,2022-07-10
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,453,19,1542,55,1995,74,0.2271,0.2568,0.7729,0.7432,1.0,1.0,623,20,2782,66,3405,86,0.183,0.2326,0.817,0.7674,1.0,1.0,0.8756,0.87,36,6,0.018,0.0033,1081.56,46.14,36,2,2022-07-11
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,358,5,1592,11,1950,16,0.1836,0.3125,0.8164,0.6875,1.0,1.0,571,5,2835,13,3406,18,0.1676,0.2778,0.8324,0.7222,1.0,1.0,0.9019,0.6665,11,0,0.0056,0.0012,343.84,1.35,11,1,2022-07-12
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,478,3,2088,18,2566,21,0.1863,0.1429,0.8137,0.8571,1.0,1.0,527,3,3762,21,4289,24,0.1229,0.125,0.8771,0.875,1.0,1.0,0.5204,0.4257,8,0,0.0031,0.0006,393.53,8.84,8,0,2022-07-13
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,486,12,1135,26,1621,38,0.2998,0.3158,0.7002,0.6842,1.0,1.0,642,13,1616,31,2258,44,0.2843,0.2955,0.7157,0.7045,1.0,1.0,0.9654,0.7838,30,3,0.0185,0.0038,1514.97,54.28,30,4,2022-07-14
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,212,6,1041,38,1253,44,0.1692,0.1364,0.8308,0.8636,1.0,1.0,270,6,1893,45,2163,51,0.1248,0.1176,0.8752,0.8824,1.0,1.0,0.6679,0.4651,25,3,0.02,0.0002,1334.73,1.95,25,3,2022-07-15
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,537,14,2122,37,2659,51,0.202,0.2745,0.798,0.7255,1.0,1.0,592,15,3434,44,4026,59,0.147,0.2542,0.853,0.7458,1.0,1.0,0.8561,0.6696,38,0,0.0143,0.0021,2250.09,45.89,38,4,2022-07-16
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,16,17,91,23,107,40,0.1495,0.425,0.8505,0.575,1.0,1.0,20,18,150,27,170,45,0.1176,0.4,0.8824,0.6,1.0,1.0,0.9975,0.9171,13,1,0.1215,0.0318,392.13,10.67,13,2,2022-07-17
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,54,7,1452,6,1506,13,0.0359,0.5385,0.9641,0.4615,1.0,1.0,64,7,2630,7,2694,14,0.0238,0.5,0.9762,0.5,1.0,1.0,0.8454,0.8132,13,2,0.0086,0.0008,459.17,25.08,13,2,2022-07-18
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,263,0,1462,43,1725,43,0.1525,0.0,0.8475,1.0,1.0,1.0,420,0,2213,51,2633,51,0.1595,0.0,0.8405,1.0,1.0,1.0,0.714,0.5683,9,0,0.0052,0.0014,487.37,27.56,9,0,2022-07-19
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,110,7,651,56,761,63,0.1445,0.1111,0.8555,0.8889,1.0,1.0,158,7,886,67,1044,74,0.1513,0.0946,0.8487,0.9054,1.0,1.0,0.9803,0.835,16,1,0.021,0.0025,886.94,1.01,16,0,2022-07-20
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,500,2,1819,1,2319,3,0.2156,0.6667,0.7844,0.3333,1.0,1.0,623,2,2233,1,2856,3,0.2181,0.6667,0.7819,0.3333,1.0,1.0,0.6251,0.3948,31,2,0.0134,0.0009,929.0,25.11,31,0,2022-07-21
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,177,10,2442,11,2619,21,0.0676,0.4762,0.9324,0.5238,1.0,1.0,186,11,3959,13,4145,24,0.0449,0.4583,0.9551,0.5417,1.0,1.0,0.8023,0.624,28,3,0.0107,0.0002,727.24,38.91,28,3,2022-07-22
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,216,4,1048,56,1264,60,0.1709,0.0667,0.8291,0.9333,1.0,1.0,251,4,1681,67,1932,71,0.1299,0.0563,0.8701,0.9437,1.0,1.0,0.7985,0.5917,9,1,0.0071,0.0021,458.78,5.59,9,1,2022-07-23
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,212,10,413,53,625,63,0.3392,0.1587,0.6608,0.8413,1.0,1.0,254,11,493,63,747,74,0.34,0.1486,0.66,0.8514,1.0,1.0,0.5418,0.5184,23,0,0.0368,0.0093,1007.82,35.21,23,1,2022-07-24
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,291,1,1932,0,2223,1,0.1309,1.0,0.8691,0.0,1.0,1.0,461,1,3121,0,3582,1,0.1287,1.0,0.8713,0.0,1.0,1.0,0.532,0.4373,15,2,0.0067,0.0018,340.56,23.49,15,0,2022-07-25
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,235,10,560,23,795,33,0.2956,0.303,0.7044,0.697,1.0,1.0,249,11,769,27,1018,38,0.2446,0.2895,0.7554,0.7105,1.0,1.0,0.8392,0.7121,25,4,0.0314,0.0092,1120.59,17.22,25,3,2022-07-26
PRNT0008PLKW,B09ZMTPLKW,AromaCloud Essential Oil Diffuser 500ml,ARM-DFF-009,66,18,2093,26,2159,44,0.0306,0.4091,0.9694,0.5909,1.0,1.0,70,19,2879,31,2949,50,0.0237,0.38,0.9763,0.62,1.0,1.0,0.8181,0.7707,2,0,0.0009,0.0001,53.93,2.27,2,0,2022-07-27
