report_date,child_asin,ppc_product,buy_box_group,sessions_total,page_views_total,unit_session_percentage,units_ordered,ordered_product_sales,featured_offer_buy_box_percentage
2022-09-01,B0G1W77MAM,0,Low Buy Box,613,747,8.65,53,1143.73,80.78
2022-10-01,B0G1W77MAM,0,Low Buy Box,3369,5120,1.13,38,1751.06,56.69
2022-11-01,B0G1W77MAM,0,Low Buy Box,3560,4323,0.81,29,1577.74,41.8
2022-12-01,B0G1W77MAM,0,High Buy Box,336,512,0.0,0,0.0,3.23
2023-01-01,B0G1W77MAM,0,Low Buy Box,188,201,5.85,11,408.97,88.01
2023-02-01,B0G1W77MAM,0,Low Buy Box,4286,5261,0.72,31,1077.87,65.19
2023-03-01,B0G1W77MAM,0,High Buy Box,844,966,0.59,5,275.88,33.13
2023-04-01,B0G1W77MAM,0,Low Buy Box,670,817,4.03,27,1076.8,19.09
2023-05-01,B0G1W77MAM,0,Low Buy Box,783,1107,1.02,8,279.35,43.07
2023-06-01,B0G1W77MAM,0,Low Buy Box,877,1135,1.6,14,483.81,35.59
2023-07-01,B0G1W77MAM,0,High Buy Box,246,309,15.04,37,941.69,91.14
2023-08-01,B0G1W77MAM,0,Low Buy Box,446,666,9.42,42,2363.49,48.55
2023-09-01,B0G1W77MAM,0,High Buy Box,1147,1393,1.22,14,778.29,94.98
2023-10-01,B0G1W77MAM,0,Low Buy Box,966,1081,2.59,25,859.92,37.12
2023-11-01,B0G1W77MAM,0,High Buy Box,1923,2813,1.09,21,343.07,48.55
2023-12-01,B0G1W77MAM,0,Low Buy Box,5158,7115,0.0,0,0.0,44.44
2024-01-01,B0G1W77MAM,0,High Buy Box,710,913,2.68,19,334.19,69.77
2022-04-01,B0L1P23MQL,0,High Buy Box,1175,1503,0.77,9,219.86,46.07
2022-05-01,B0L1P23MQL,0,High Buy Box,771,945,1.56,12,447.44,49.03
2022-06-01,B0L1P23MQL,0,Low Buy Box,2423,2954,0.66,16,718.93,24.28
2022-07-01,B0L1P23MQL,0,Low Buy Box,645,845,0.93,6,176.34,31.38
2022-08-01,B0L1P23MQL,0,High Buy Box,4021,6128,0.8,32,760.94,74.65
2022-09-01,B0L1P23MQL,0,Low Buy Box,625,756,6.08,38,1894.22,48.13
2022-10-01,B0L1P23MQL,0,High Buy Box,70,93,38.57,27,695.98,37.78
2022-11-01,B0L1P23MQL,0,High Buy Box,919,1203,2.29,21,912.29,28.13
2022-12-01,B0L1P23MQL,0,Low Buy Box,2591,3733,0.81,21,497.57,40.97
2023-01-01,B0L1P23MQL,0,Low Buy Box,1774,2271,0.34,6,235.63,83.53
2023-02-01,B0L1P23MQL,0,High Buy Box,2769,3671,1.52,42,1433.46,51.58
2023-03-01,B0L1P23MQL,0,High Buy Box,592,745,3.04,18,734.45,64.0
2023-04-01,B0L1P23MQL,0,Low Buy Box,744,927,1.08,8,386.18,61.17
2023-05-01,B0L1P23MQL,0,Low Buy Box,593,882,3.54,21,348.45,16.42
2023-06-01,B0L1P23MQL,0,High Buy Box,473,699,1.06,5,104.17,50.9
2023-07-01,B0L1P23MQL,0,Low Buy Box,356,398,5.06,18,412.22,47.41
2023-08-01,B0L1P23MQL,0,Low Buy Box,1896,2457,1.11,21,386.44,36.65
2023-09-01,B0L1P23MQL,0,High Buy Box,2155,3145,0.14,3,126.89,35.83
2023-10-01,B0L1P23MQL,0,Low Buy Box,551,702,1.81,10,435.51,38.75
2023-11-01,B0L1P23MQL,0,High Buy Box,3544,4704,1.1,39,1471.27,37.42
2023-12-01,B0L1P23MQL,0,Low Buy Box,2040,2314,0.74,15,440.58,69.86
2024-01-01,B0L1P23MQL,0,Low Buy Box,2364,2653,0.89,21,1049.02,35.34
2022-04-01,B0VAM79J6L,0,Low Buy Box,4279,4754,1.94,83,3392.02,49.52
2022-05-01,B0VAM79J6L,0,Low Buy Box,1159,1732,1.29,15,630.54,43.98
2022-06-01,B0VAM79J6L,0,Low Buy Box,5792,7067,0.03,2,102.9,63.84
2022-07-01,B0VAM79J6L,0,Low Buy Box,780,1149,3.59,28,1530.1,35.57
2022-08-01,B0VAM79J6L,0,High Buy Box,1637,2263,1.22,20,759.87,60.82
2022-09-01,B0VAM79J6L,0,High Buy Box,216,297,6.48,14,398.22,59.98
2022-10-01,B0VAM79J6L,0,High Buy Box,11400,16532,0.08,9,356.42,61.72
2022-11-01,B0VAM79J6L,0,High Buy Box,287,409,5.92,17,990.83,45.66
2022-12-01,B0VAM79J6L,0,Low Buy Box,393,534,10.18,40,1988.91,27.05
2023-01-01,B0VAM79J6L,0,High Buy Box,743,969,1.88,14,654.45,53.11
2023-02-01,B0VAM79J6L,0,Low Buy Box,259,322,8.11,21,361.07,57.82
2023-03-01,B0VAM79J6L,0,High Buy Box,967,1425,2.48,24,586.9,39.02
2023-04-01,B0VAM79J6L,0,Low Buy Box,3244,4530,0.55,18,780.35,38.26
2023-05-01,B0VAM79J6L,0,High Buy Box,2511,3403,0.72,18,342.07,37.29
2023-06-01,B0VAM79J6L,0,Low Buy Box,2673,4035,1.72,46,1084.95,89.52
2023-07-01,B0VAM79J6L,0,Low Buy Box,223,289,3.59,8,314.86,60.66
2023-08-01,B0VAM79J6L,0,Low Buy Box,559,762,1.07,6,182.14,31.34
2023-09-01,B0VAM79J6L,0,High Buy Box,15746,23914,0.03,5,141.49,41.1
2023-10-01,B0VAM79J6L,0,Low Buy Box,423,642,2.13,9,497.75,33.64
2023-11-01,B0VAM79J6L,0,High Buy Box,1164,1570,0.43,5,273.26,84.81
2023-12-01,B0VAM79J6L,0,High Buy Box,1405,1854,0.64,9,152.27,82.4
2024-01-01,B0VAM79J6L,0,Low Buy Box,2797,3787,1.39,39,1919.98,70.34
2022-04-01,B0QSDVHPQQ,0,Low Buy Box,813,1021,0.25,2,65.72,37.12
2022-05-01,B0QSDVHPQQ,0,High Buy Box,531,641,5.65,30,1672.81,62.69
2022-06-01,B0QSDVHPQQ,0,Low Buy Box,2560,3267,0.43,11,425.42,40.75
2022-07-01,B0QSDVHPQQ,0,Low Buy Box,1297,1521,2.85,37,2250.45,11.44
2022-08-01,B0QSDVHPQQ,0,Low Buy Box,267,351,13.11,35,1481.63,31.88
2022-09-01,B0QSDVHPQQ,0,High Buy Box,199,225,11.06,22,675.25,51.92
2022-10-01,B0QSDVHPQQ,0,Low Buy Box,2829,4260,0.18,5,239.4,27.01
2022-11-01,B0QSDVHPQQ,0,Low Buy Box,734,1111,1.91,14,318.72,37.08
2022-12-01,B0QSDVHPQQ,0,Low Buy Box,222,300,18.92,42,591.22,73.17
2023-01-01,B0QSDVHPQQ,0,High Buy Box,2054,2872,1.9,39,1701.0,2.33
2023-02-01,B0QSDVHPQQ,0,High Buy Box,1110,1629,0.27,3,81.49,56.66
2023-03-01,B0QSDVHPQQ,0,High Buy Box,2707,3980,0.15,4,82.38,57.07
2023-04-01,B0QSDVHPQQ,0,Low Buy Box,1923,2429,0.42,8,175.31,49.35
2023-05-01,B0QSDVHPQQ,0,High Buy Box,3061,4478,0.29,9,372.92,30.69
2023-06-01,B0QSDVHPQQ,0,High Buy Box,1758,1927,0.97,17,577.27,51.45
2023-07-01,B0QSDVHPQQ,0,High Buy Box,2502,3136,0.04,1,26.04,52.12
2023-08-01,B0QSDVHPQQ,0,High Buy Box,4316,4542,0.09,4,209.39,42.5
2023-09-01,B0QSDVHPQQ,0,High Buy Box,2753,3472,1.24,34,1742.14,13.66
2023-10-01,B0QSDVHPQQ,0,High Buy Box,1391,2120,0.5,7,252.29,35.03
2023-11-01,B0QSDVHPQQ,0,Low Buy Box,495,570,8.89,44,1560.43,57.3
2023-12-01,B0QSDVHPQQ,0,Low Buy Box,1770,2186,0.45,8,217.16,53.83
2024-01-01,B0QSDVHPQQ,0,Low Buy Box,252,314,5.95,15,500.61,45.59
2022-04-01,B0325ED1YP,0,Low Buy Box,1537,2274,1.43,22,562.36,39.01
2022-05-01,B0325ED1YP,0,High Buy Box,3155,3915,0.51,16,514.35,17.38
2022-06-01,B0325ED1YP,0,Low Buy Box,2533,3389,0.75,19,596.96,24.35
2022-07-01,B0325ED1YP,0,Low Buy Box,2104,2476,2.66,56,2184.4,38.45
2022-08-01,B0325ED1YP,0,High Buy Box,304,370,19.74,60,1847.72,17.02
2022-09-01,B0325ED1YP,0,Low Buy Box,2144,2802,0.56,12,240.85,16.28
2022-10-01,B0325ED1YP,0,Low Buy Box,5710,8250,0.25,14,297.37,24.76
2022-11-01,B0325ED1YP,0,Low Buy Box,3301,4162,0.36,12,441.32,13.14
2022-12-01,B0325ED1YP,0,Low Buy Box,2193,3029,0.46,10,422.6,25.46
2023-01-01,B0325ED1YP,0,High Buy Box,4355,6682,0.14,6,200.22,39.53
2023-02-01,B0325ED1YP,0,Low Buy Box,1367,1879,1.76,24,677.72,19.37
2023-03-01,B0325ED1YP,0,Low Buy Box,961,1373,1.77,17,767.72,49.3
2023-04-01,B0325ED1YP,0,Low Buy Box,3175,4240,1.48,47,908.63,15.22
2023-05-01,B0325ED1YP,0,Low Buy Box,1157,1542,5.88,68,2980.5,61.33
2023-06-01,B0325ED1YP,0,Low Buy Box,548,729,1.28,7,103.79,44.27
2023-07-01,B0325ED1YP,0,High Buy Box,5026,6449,0.24,12,724.66,23.89
2023-08-01,B0325ED1YP,0,High Buy Box,5439,7881,0.46,25,1038.49,37.96
2023-09-01,B0325ED1YP,0,Low Buy Box,399,548,0.75,3,62.5,38.8
2023-10-01,B0325ED1YP,0,Low Buy Box,312,357,10.58,33,1290.2,28.01
2023-11-01,B0325ED1YP,0,High Buy Box,3703,4070,0.22,8,192.93,44.16
2023-12-01,B0325ED1YP,0,Low Buy Box,918,1327,3.92,36,1915.77,71.27
2024-01-01,B0325ED1YP,0,Low Buy Box,1564,1870,1.41,22,693.16,45.08
2022-04-01,B01X84BPAR,1,High Buy Box,125,167,0.8,1,42.13,41.95
2022-05-01,B01X84BPAR,1,Low Buy Box,856,945,3.5,30,1386.27,24.8
2022-06-01,B01X84BPAR,1,Low Buy Box,785,1066,2.55,20,689.19,42.41
2022-07-01,B01X84BPAR,1,Low Buy Box,995,1447,0.3,3,158.45,84.81
2022-08-01,B01X84BPAR,1,High Buy Box,2286,3384,2.54,58,1089.14,31.37
2022-09-01,B01X84BPAR,1,Low Buy Box,3364,4706,0.12,4,80.43,73.77
2022-10-01,B01X84BPAR,1,Low Buy Box,1456,1659,4.12,60,3011.44,29.23
2022-11-01,B01X84BPAR,1,Low Buy Box,3637,4325,0.6,22,528.62,27.83
2022-12-01,B01X84BPAR,1,High Buy Box,1631,2050,0.67,11,551.49,58.28
2023-01-01,B01X84BPAR,1,High Buy Box,616,668,7.95,49,2521.45,42.67
2023-02-01,B01X84BPAR,1,Low Buy Box,1031,1336,3.01,31,1320.24,46.85
2023-03-01,B01X84BPAR,1,Low Buy Box,827,918,0.73,6,301.91,35.98
2023-04-01,B01X84BPAR,1,High Buy Box,3926,5112,0.2,8,318.51,71.7
2023-05-01,B01X84BPAR,1,Low Buy Box,1742,2625,2.12,37,1711.82,34.95
2023-06-01,B01X84BPAR,1,High Buy Box,3307,4779,0.7,23,1357.0,6.96
2023-07-01,B01X84BPAR,1,Low Buy Box,3815,5727,0.29,11,452.87,50.98
2023-08-01,B01X84BPAR,1,High Buy Box,1002,1455,0.7,7,118.05,55.39
2023-09-01,B01X84BPAR,1,Low Buy Box,756,912,1.32,10,444.81,54.89
2023-10-01,B01X84BPAR,1,High Buy Box,3301,4334,0.51,17,519.91,35.38
2023-11-01,B01X84BPAR,1,Low Buy Box,9608,14068,0.09,9,240.75,95.15
2023-12-01,B01X84BPAR,1,Low Buy Box,1483,1692,0.13,2,52.37,86.15
2024-01-01,B01X84BPAR,1,High Buy Box,3443,4190,0.58,20,550.56,48.36
2022-04-01,B0NKGP1J3F,0,Low Buy Box,1529,1905,2.16,33,655.31,33.09
2022-05-01,B0NKGP1J3F,0,Low Buy Box,2035,2410,0.64,13,275.45,51.9
2022-06-01,B0NKGP1J3F,0,High Buy Box,2791,3642,1.43,40,654.72,38.4
2022-07-01,B0NKGP1J3F,0,Low Buy Box,738,907,2.98,22,538.26,65.54
2022-08-01,B0NKGP1J3F,0,Low Buy Box,155,196,8.39,13,657.45,16.57
2022-09-01,B0NKGP1J3F,0,Low Buy Box,1662,1926,0.48,8,209.58,41.95
2022-10-01,B0NKGP1J3F,0,High Buy Box,3044,4628,0.1,3,92.56,26.77
2022-11-01,B0NKGP1J3F,0,Low Buy Box,4125,5072,0.19,8,173.25,43.44
2022-12-01,B0NKGP1J3F,0,Low Buy Box,2955,3200,2.64,78,2639.44,26.71
2023-01-01,B0NKGP1J3F,0,High Buy Box,125,144,8.8,11,412.41,23.59
2023-02-01,B0NKGP1J3F,0,Low Buy Box,1489,1571,1.07,16,495.53,-1.34
2023-03-01,B0NKGP1J3F,0,Low Buy Box,6342,8636,0.05,3,95.55,57.59
2023-04-01,B0NKGP1J3F,0,High Buy Box,1971,2125,1.62,32,460.78,19.52
2023-05-01,B0NKGP1J3F,0,Low Buy Box,8682,10467,0.01,1,53.69,27.89
2023-06-01,B0NKGP1J3F,0,Low Buy Box,4830,6159,0.04,2,104.94,89.87
2023-07-01,B0NKGP1J3F,0,Low Buy Box,1445,1869,1.52,22,399.01,-0.67
2023-08-01,B0NKGP1J3F,0,Low Buy Box,906,1188,1.32,12,384.09,69.23
2023-09-01,B0NKGP1J3F,0,Low Buy Box,8017,10100,0.12,10,226.29,46.67
2023-10-01,B0NKGP1J3F,0,High Buy Box,766,1015,2.22,17,679.04,47.23
2023-11-01,B0NKGP1J3F,0,High Buy Box,53,67,30.19,16,586.53,91.24
2023-12-01,B0NKGP1J3F,0,Low Buy Box,2797,4054,0.29,8,363.65,87.14
2024-01-01,B0NKGP1J3F,0,Low Buy Box,158,190,6.96,11,491.46,36.5
2022-04-01,B0N3S9V957,0,Low Buy Box,2148,2628,0.56,12,407.44,79.09
2022-05-01,B0N3S9V957,0,Low Buy Box,2577,2741,0.27,7,202.57,9.87
2022-06-01,B0N3S9V957,0,Low Buy Box,2314,2837,2.72,63,3505.39,87.19
2022-07-01,B0N3S9V957,0,Low Buy Box,1061,1231,0.66,7,163.36,44.19
2022-08-01,B0N3S9V957,0,Low Buy Box,3020,4013,0.07,2,67.47,67.36
2022-09-01,B0N3S9V957,0,High Buy Box,1166,1551,1.11,13,275.99,55.75
2022-10-01,B0N3S9V957,0,Low Buy Box,4952,5762,0.53,26,1562.94,43.45
2022-11-01,B0N3S9V957,0,High Buy Box,851,1272,3.29,28,754.12,65.35
2022-12-01,B0N3S9V957,0,Low Buy Box,3602,4283,0.14,5,216.3,45.56
2023-01-01,B0N3S9V957,0,High Buy Box,2686,3731,0.3,8,266.54,75.19
2023-02-01,B0N3S9V957,0,High Buy Box,125,134,4.0,5,88.12,20.7
2023-03-01,B0N3S9V957,0,Low Buy Box,612,753,2.12,13,450.11,71.36
2023-04-01,B0N3S9V957,0,Low Buy Box,570,846,3.16,18,681.78,44.75
2023-05-01,B0N3S9V957,0,High Buy Box,2677,3893,0.22,6,191.44,29.7
2023-06-01,B0N3S9V957,0,High Buy Box,267,297,3.0,8,409.66,48.36
2023-07-01,B0N3S9V957,0,Low Buy Box,1462,2131,4.17,61,2490.43,13.99
2023-08-01,B0N3S9V957,0,Low Buy Box,1986,2963,0.0,0,0.0,59.52
2023-09-01,B0N3S9V957,0,High Buy Box,3985,6036,0.13,5,144.02,35.22
2023-10-01,B0N3S9V957,0,Low Buy Box,4011,5665,0.7,28,1151.93,65.87
2023-11-01,B0N3S9V957,0,High Buy Box,447,597,1.12,5,196.99,85.04
2023-12-01,B0N3S9V957,0,High Buy Box,1563,1976,0.51,8,335.42,37.12
2024-01-01,B0N3S9V957,0,Low Buy Box,4668,6052,0.17,8,332.61,23.74
2022-04-01,B06BB376AT,0,Low Buy Box,1966,2555,2.95,58,1109.08,41.74
2022-05-01,B06BB376AT,0,Low Buy Box,4415,4956,0.32,14,547.73,56.52
2022-06-01,B06BB376AT,0,Low Buy Box,11047,14379,0.06,7,107.24,68.0
2022-07-01,B06BB376AT,0,Low Buy Box,1919,2774,0.21,4,126.78,46.62
2022-08-01,B06BB376AT,0,High Buy Box,180,207,20.0,36,1033.54,57.52
2022-09-01,B06BB376AT,0,Low Buy Box,472,658,1.91,9,317.64,43.64
2022-10-01,B06BB376AT,0,Low Buy Box,3324,3768,0.06,2,44.4,45.69
2022-11-01,B06BB376AT,0,Low Buy Box,1388,1641,2.16,30,1207.17,40.76
2022-12-01,B06BB376AT,0,Low Buy Box,761,910,0.26,2,87.59,35.63
2023-01-01,B06BB376AT,0,Low Buy Box,957,1212,4.49,43,1585.48,18.91
2023-02-01,B06BB376AT,0,High Buy Box,2122,2907,0.8,17,1015.82,58.49
2023-03-01,B06BB376AT,0,High Buy Box,4890,6387,0.27,13,702.36,52.82
2023-04-01,B06BB376AT,0,Low Buy Box,1673,2454,0.9,15,748.7,60.41
2023-05-01,B06BB376AT,0,Low Buy Box,192,224,4.17,8,166.65,61.3
2023-06-01,B06BB376AT,0,Low Buy Box,5555,7706,0.2,11,527.61,70.08
2023-07-01,B06BB376AT,0,Low Buy Box,7281,9867,0.15,11,549.12,5.36
2023-08-01,B06BB376AT,0,High Buy Box,2398,2961,0.58,14,444.77,62.18
2023-09-01,B06BB376AT,0,High Buy Box,1057,1546,1.14,12,564.13,47.02
2023-10-01,B06BB376AT,0,Low Buy Box,1627,2132,1.17,19,453.77,95.32
2023-11-01,B06BB376AT,0,High Buy Box,4926,6947,0.24,12,639.91,75.05
2023-12-01,B06BB376AT,0,Low Buy Box,7173,8529,0.21,15,215.12,62.88
2024-01-01,B06BB376AT,0,Low Buy Box,2926,4186,0.31,9,373.41,59.43
2022-04-01,B0DNTS3C48,1,Low Buy Box,2395,3363,0.38,9,188.92,48.44
2022-05-01,B0DNTS3C48,1,Low Buy Box,4764,7205,0.25,12,436.15,22.91
2022-06-01,B0DNTS3C48,1,Low Buy Box,1500,1898,0.0,0,0.0,40.8
2022-07-01,B0DNTS3C48,1,Low Buy Box,5365,8241,0.0,0,0.0,62.99
2022-08-01,B0DNTS3C48,1,Low Buy Box,9328,14023,0.4,37,845.66,42.55
2022-09-01,B0DNTS3C48,1,Low Buy Box,4093,4900,0.17,7,175.06,33.36
2022-10-01,B0DNTS3C48,1,High Buy Box,2786,3269,0.57,16,375.18,62.95
2022-11-01,B0DNTS3C48,1,Low Buy Box,1937,2174,0.62,12,642.25,28.48
2022-12-01,B0DNTS3C48,1,Low Buy Box,1917,2019,0.68,13,515.76,34.31
2023-01-01,B0DNTS3C48,1,Low Buy Box,2032,2856,0.79,16,300.73,15.96
2023-02-01,B0DNTS3C48,1,High Buy Box,2480,3600,0.12,3,87.16,18.79
2023-03-01,B0DNTS3C48,1,Low Buy Box,2722,3013,0.04,1,18.24,52.86
2023-04-01,B0DNTS3C48,1,Low Buy Box,3225,4666,1.02,33,1648.52,62.32
2023-05-01,B0DNTS3C48,1,High Buy Box,1681,2510,0.06,1,16.42,36.86
2023-06-01,B0DNTS3C48,1,Low Buy Box,2084,2811,0.62,13,571.29,72.58
2023-07-01,B0DNTS3C48,1,High Buy Box,2178,2493,0.64,14,550.3,45.58
2023-08-01,B0DNTS3C48,1,Low Buy Box,317,392,6.62,21,1217.69,45.61
2023-09-01,B0DNTS3C48,1,Low Buy Box,183,200,6.01,11,475.97,28.25
2023-10-01,B0DNTS3C48,1,Low Buy Box,1461,1615,0.75,11,195.51,35.22
2023-11-01,B0DNTS3C48,1,High Buy Box,8719,13125,0.8,70,1380.57,74.19
2023-12-01,B0DNTS3C48,1,Low Buy Box,2548,3513,0.2,5,89.57,67.08
2024-01-01,B0DNTS3C48,1,Low Buy Box,2046,2747,0.59,12,245.06,66.55
2022-04-01,B0WN45G138,0,Low Buy Box,2661,3954,1.13,30,871.51,42.29
2022-05-01,B0WN45G138,0,Low Buy Box,224,323,2.23,5,160.47,12.07
2022-06-01,B0WN45G138,0,High Buy Box,2192,2788,2.05,45,1045.6,86.54
2022-07-01,B0WN45G138,0,High Buy Box,3270,4693,0.46,15,380.99,41.63
2022-08-01,B0WN45G138,0,Low Buy Box,383,425,2.09,8,314.9,30.13
2022-09-01,B0WN45G138,0,Low Buy Box,5361,5881,0.15,8,205.39,39.12
2022-10-01,B0WN45G138,0,Low Buy Box,2168,3272,0.32,7,146.09,69.84
2022-11-01,B0WN45G138,0,Low Buy Box,4516,6816,0.04,2,84.76,18.68
2022-12-01,B0WN45G138,0,Low Buy Box,724,810,3.87,28,1504.95,38.56
2023-01-01,B0WN45G138,0,High Buy Box,2393,2834,0.54,13,193.57,17.9
2023-02-01,B0WN45G138,0,High Buy Box,9715,12753,0.01,1,49.02,37.46
2023-03-01,B0WN45G138,0,High Buy Box,477,622,3.98,19,797.72,0.2
2023-04-01,B0WN45G138,0,Low Buy Box,640,822,6.41,41,1492.06,59.54
2023-05-01,B0WN45G138,0,Low Buy Box,691,764,1.74,12,186.89,42.17
2023-06-01,B0WN45G138,0,Low Buy Box,738,915,1.36,10,272.21,2.59
2023-07-01,B0WN45G138,0,Low Buy Box,22,24,40.91,9,388.72,34.13
2023-08-01,B0WN45G138,0,High Buy Box,6853,9172,0.98,67,2637.69,15.68
2023-09-01,B0WN45G138,0,Low Buy Box,1967,2607,0.15,3,153.25,84.59
2023-10-01,B0WN45G138,0,Low Buy Box,5525,5873,0.11,6,184.96,83.38
2023-11-01,B0WN45G138,0,Low Buy Box,1681,2055,2.56,43,1213.05,28.88
2023-12-01,B0WN45G138,0,Low Buy Box,385,579,0.52,2,55.14,44.62
2024-01-01,B0WN45G138,0,High Buy Box,2169,2418,0.46,10,452.66,53.45
2022-04-01,B070P3Y1MT,0,Low Buy Box,5916,6857,0.19,11,186.44,51.59
2022-05-01,B070P3Y1MT,0,Low Buy Box,5828,8910,1.29,75,2207.13,55.2
2022-06-01,B070P3Y1MT,0,Low Buy Box,1336,1560,1.05,14,590.78,33.81
2022-07-01,B070P3Y1MT,0,Low Buy Box,49,53,8.16,4,80.5,10.76
2022-08-01,B070P3Y1MT,0,High Buy Box,5645,7719,0.14,8,287.18,53.82
2022-09-01,B070P3Y1MT,0,Low Buy Box,1811,2568,1.82,33,1472.67,71.15
2022-10-01,B070P3Y1MT,0,Low Buy Box,1334,1412,5.25,70,1067.0,62.13
2022-11-01,B070P3Y1MT,0,Low Buy Box,3180,4514,0.19,6,175.12,62.49
2022-12-01,B070P3Y1MT,0,High Buy Box,153,189,2.61,4,137.45,25.27
2023-01-01,B070P3Y1MT,0,Low Buy Box,6737,8076,0.04,3,172.74,61.2
2023-02-01,B070P3Y1MT,0,Low Buy Box,552,677,0.18,1,40.88,50.77
2023-03-01,B070P3Y1MT,0,Low Buy Box,565,663,7.96,45,1357.32,40.26
2023-04-01,B070P3Y1MT,0,Low Buy Box,5920,8346,0.14,8,110.81,97.25
2023-05-01,B070P3Y1MT,0,Low Buy Box,2035,2855,1.77,36,1639.74,56.31
2023-06-01,B070P3Y1MT,0,Low Buy Box,657,721,2.13,14,609.65,10.09
2023-07-01,B070P3Y1MT,0,Low Buy Box,232,309,9.05,21,758.71,71.78
2023-08-01,B070P3Y1MT,0,Low Buy Box,257,355,8.17,21,489.25,47.13
2023-09-01,B070P3Y1MT,0,Low Buy Box,835,1032,4.19,35,1762.08,73.88
2023-10-01,B070P3Y1MT,0,Low Buy Box,2093,2771,0.33,7,134.4,44.07
2023-11-01,B070P3Y1MT,0,Low Buy Box,516,627,7.36,38,855.91,57.42
2023-12-01,B070P3Y1MT,0,Low Buy Box,1345,1614,0.22,3,64.87,56.37
2024-01-01,B070P3Y1MT,0,Low Buy Box,1539,2086,2.08,32,806.17,86.75
2022-04-01,B03YTPGGT7,0,Low Buy Box,777,961,0.26,2,57.06,47.8
2022-05-01,B03YTPGGT7,0,High Buy Box,2664,3834,0.38,10,353.2,31.09
2022-06-01,B03YTPGGT7,0,High Buy Box,1566,2285,0.83,13,367.18,73.53
2022-07-01,B03YTPGGT7,0,High Buy Box,152,212,0.66,1,26.28,21.48
2022-08-01,B03YTPGGT7,0,Low Buy Box,6085,7812,0.35,21,841.99,23.7
2022-09-01,B03YTPGGT7,0,Low Buy Box,5045,7328,0.04,2,64.0,39.14
2022-10-01,B03YTPGGT7,0,Low Buy Box,1068,1186,1.87,20,653.5,53.55
2022-11-01,B03YTPGGT7,0,Low Buy Box,549,671,3.1,17,684.88,67.8
2022-12-01,B03YTPGGT7,0,High Buy Box,762,972,2.62,20,890.52,48.73
2023-01-01,B03YTPGGT7,0,Low Buy Box,211,312,13.27,28,937.78,53.47
2023-02-01,B03YTPGGT7,0,High Buy Box,632,917,0.32,2,48.11,26.09
2023-03-01,B03YTPGGT7,0,Low Buy Box,11205,12806,0.08,9,188.42,36.16
2023-04-01,B03YTPGGT7,0,Low Buy Box,1139,1594,4.13,47,1276.92,43.27
2023-05-01,B03YTPGGT7,0,Low Buy Box,8647,10555,0.08,7,138.53,42.0
2023-06-01,B03YTPGGT7,0,Low Buy Box,1130,1723,0.8,9,278.95,61.36
2023-07-01,B03YTPGGT7,0,Low Buy Box,1586,1810,0.5,8,395.45,50.15
2023-08-01,B03YTPGGT7,0,Low Buy Box,1568,2177,5.29,83,3515.79,63.14
2023-09-01,B03YTPGGT7,0,Low Buy Box,3859,4750,0.34,13,514.8,24.14
2023-10-01,B03YTPGGT7,0,High Buy Box,1557,2337,0.64,10,218.39,80.42
2023-11-01,B03YTPGGT7,0,Low Buy Box,4106,5128,0.51,21,658.33,47.23
2023-12-01,B03YTPGGT7,0,High Buy Box,4479,6760,0.47,21,765.58,77.98
2024-01-01,B03YTPGGT7,0,High Buy Box,1418,1901,7.33,104,1513.95,60.83
2022-04-01,B0LQSJH66Z,0,Low Buy Box,1198,1259,1.09,13,429.61,32.45
2022-05-01,B0LQSJH66Z,0,High Buy Box,1028,1096,4.67,48,1023.72,47.92
2022-06-01,B0LQSJH66Z,0,Low Buy Box,96,128,15.62,15,287.47,40.1
2022-07-01,B0LQSJH66Z,0,Low Buy Box,3294,4225,0.61,20,680.1,56.99
2022-08-01,B0LQSJH66Z,0,High Buy Box,4117,4345,0.24,10,280.25,42.97
2022-09-01,B0LQSJH66Z,0,High Buy Box,423,508,0.95,4,156.65,1.77
2022-10-01,B0LQSJH66Z,0,High Buy Box,3521,4305,0.17,6,114.93,64.96
2022-11-01,B0LQSJH66Z,0,Low Buy Box,1471,1961,0.34,5,118.18,32.95
2022-12-01,B0LQSJH66Z,0,High Buy Box,2688,4012,0.37,10,327.87,82.31
2023-01-01,B0LQSJH66Z,0,Low Buy Box,93,141,62.37,58,2345.37,39.9
2023-02-01,B0LQSJH66Z,0,Low Buy Box,1571,1947,1.53,24,1477.07,61.64
2023-03-01,B0LQSJH66Z,0,Low Buy Box,803,847,8.72,70,4087.86,31.74
2023-04-01,B0LQSJH66Z,0,Low Buy Box,1073,1498,1.49,16,321.16,34.5
2023-05-01,B0LQSJH66Z,0,High Buy Box,1917,2201,0.1,2,99.47,46.29
2023-06-01,B0LQSJH66Z,0,High Buy Box,227,261,1.32,3,114.58,65.15
2023-07-01,B0LQSJH66Z,0,High Buy Box,1312,1929,1.91,25,447.17,44.55
2023-08-01,B0LQSJH66Z,0,High Buy Box,2079,2293,1.83,38,2240.9,62.91
2023-09-01,B0LQSJH66Z,0,High Buy Box,903,1146,4.21,38,1635.09,24.25
2023-10-01,B0LQSJH66Z,0,High Buy Box,1415,1898,0.42,6,88.64,93.97
2023-11-01,B0LQSJH66Z,0,High Buy Box,1883,2853,0.42,8,327.78,40.92
2023-12-01,B0LQSJH66Z,0,High Buy Box,4844,6804,0.08,4,118.8,51.53
