Start Date,End Date,Start Time,Portfolio name,Campaign Name,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS)
2023-09-24,2023-09-24,3,Portfolio 006,Campaign 001,1.61,Automatic targeting,Dynamic bids - down only,30,0,0.0,0.0,0.0,0.0697,14.3472
2023-09-23,2023-09-23,13,Portfolio 004,Campaign 003,10.97,Automatic targeting,Dynamic bids - up and down,316,1,0.003165,2.23,2.23,0.0159,62.8931
2023-09-20,2023-09-20,17,Portfolio 003,Campaign 005,4.75,Manual targeting,Dynamic bids - down only,373,0,0.0,0.0,0.0,0.0602,16.6113
2023-09-19,2023-09-19,13,Portfolio 002,Campaign 004,1.03,Manual targeting,Dynamic bids - down only,47,0,0.0,0.0,0.0,0.0525,19.0476
2023-09-27,2023-09-27,22,Portfolio 003,Campaign 003,10.83,Manual targeting,Dynamic bids - down only,18,0,0.0,0.0,0.0,0.0905,11.0497
2023-09-18,2023-09-18,12,Portfolio 003,Campaign 001,2.58,Manual targeting,Dynamic bids - down only,299,0,0.0,0.0,0.0,0.0598,16.7224
2023-09-26,2023-09-26,6,Portfolio 003,Campaign 001,1.98,Manual targeting,Dynamic bids - down only,372,1,0.002688,2.08,2.08,0.0117,85.4701
2023-09-24,2023-09-24,11,Portfolio 001,Campaign 003,8.93,Automatic targeting,Dynamic bids - down only,168,0,0.0,0.0,0.0,0.0003,3333.3333
2023-09-25,2023-09-25,12,Portfolio 002,Campaign 004,9.27,Automatic targeting,Dynamic bids - down only,169,1,0.005917,1.62,1.62,0.0159,62.8931
2023-09-23,2023-09-23,0,Portfolio 001,Campaign 003,1.32,Manual targeting,Dynamic bids - down only,196,1,0.005102,2.72,2.72,0.0971,10.2987
2023-09-21,2023-09-21,11,Portfolio 001,Campaign 002,7.45,Manual targeting,Dynamic bids - down only,127,0,0.0,0.0,0.0,0.0897,11.1483
2023-09-22,2023-09-22,10,Portfolio 006,Campaign 004,7.84,Manual targeting,Dynamic bids - down only,229,1,0.004367,1.66,1.66,0.0308,32.4675
2023-09-18,2023-09-18,4,Portfolio 004,Campaign 001,8.02,Manual targeting,Dynamic bids - up and down,294,0,0.0,0.0,0.0,0.0371,26.9542
2023-09-26,2023-09-26,0,Portfolio 002,Campaign 004,4.04,Manual targeting,Dynamic bids - down only,243,1,0.004115,2.51,2.51,0.0525,19.0476
2023-09-21,2023-09-21,12,Portfolio 002,Campaign 003,7.49,Automatic targeting,Dynamic bids - down only,96,0,0.0,0.0,0.0,0.062,16.129
2023-09-16,2023-09-16,5,Portfolio 003,Campaign 001,3.59,Manual targeting,Dynamic bids - down only,67,1,0.014925,1.79,1.79,0.0692,14.4509
2023-09-22,2023-09-22,5,Portfolio 006,Campaign 004,3.94,Automatic targeting,Dynamic bids - down only,333,0,0.0,0.0,0.0,0.0175,57.1429
2023-09-15,2023-09-15,0,Portfolio 004,Campaign 002,1.94,Manual targeting,Dynamic bids - down only,183,1,0.005464,1.42,1.42,0.0464,21.5517
2023-09-27,2023-09-27,17,Portfolio 001,Campaign 001,6.51,Manual targeting,Dynamic bids - down only,188,1,0.005319,1.05,1.05,0.0979,10.2145
2023-09-20,2023-09-20,6,Portfolio 006,Campaign 003,10.22,Automatic targeting,Dynamic bids - down only,129,0,0.0,0.0,0.0,0.0651,15.361
2023-09-21,2023-09-21,9,Portfolio 004,Campaign 005,5.06,Manual targeting,Dynamic bids - down only,172,1,0.005814,1.35,1.35,0.0915,10.929
2023-09-21,2023-09-21,17,Portfolio 001,Campaign 001,7.79,Manual targeting,Dynamic bids - down only,257,0,0.0,0.0,0.0,0.0074,135.1351
2023-09-23,2023-09-23,11,Portfolio 002,Campaign 004,9.21,Manual targeting,Dynamic bids - down only,349,0,0.0,0.0,0.0,0.0026,384.6154
2023-09-24,2023-09-24,2,Portfolio 003,Campaign 002,5.43,Manual targeting,Dynamic bids - down only,67,1,0.014925,2.56,2.56,0.0951,10.5152
2023-09-21,2023-09-21,14,Portfolio 006,Campaign 004,10.81,Manual targeting,Dynamic bids - down only,192,1,0.005208,1.83,1.83,0.0978,10.2249
2023-09-22,2023-09-22,16,Portfolio 006,Campaign 002,4.75,Automatic targeting,Dynamic bids - down only,58,0,0.0,0.0,0.0,0.0927,10.7875
2023-09-17,2023-09-17,7,Portfolio 001,Campaign 003,6.41,Manual targeting,Dynamic bids - down only,330,0,0.0,0.0,0.0,0.0364,27.4725
2023-09-26,2023-09-26,0,Portfolio 006,Campaign 005,6.21,Manual targeting,Dynamic bids - down only,259,0,0.0,0.0,0.0,0.001,1000.0
2023-09-20,2023-09-20,16,Portfolio 004,Campaign 001,2.48,Manual targeting,Dynamic bids - down only,204,0,0.0,0.0,0.0,0.0651,15.361
2023-09-16,2023-09-16,14,Portfolio 002,Campaign 001,5.69,Manual targeting,Dynamic bids - down only,123,1,0.00813,2.19,2.19,0.0499,20.0401
2023-09-22,2023-09-22,21,Portfolio 006,Campaign 003,8.33,Manual targeting,Dynamic bids - down only,46,0,0.0,0.0,0.0,0.0925,10.8108
2023-09-24,2023-09-24,12,Portfolio 004,Campaign 003,7.91,Manual targeting,Dynamic bids - down only,5,1,0.2,2.8,2.8,0.0641,15.6006
2023-09-25,2023-09-25,15,Portfolio 004,Campaign 004,9.37,Manual targeting,Dynamic bids - down only,103,0,0.0,0.0,0.0,0.0223,44.843
2023-09-14,2023-09-14,16,Portfolio 002,Campaign 004,2.84,Automatic targeting,Dynamic bids - down only,140,0,0.0,0.0,0.0,0.0631,15.8479
2023-09-14,2023-09-14,4,Portfolio 001,Campaign 004,5.42,Manual targeting,Dynamic bids - down only,257,1,0.003891,1.51,1.51,0.0257,38.9105
2023-09-20,2023-09-20,14,Portfolio 006,Campaign 004,2.72,Manual targeting,Dynamic bids - down only,311,0,0.0,0.0,0.0,0.0107,93.4579
2023-09-27,2023-09-27,4,Portfolio 004,Campaign 004,6.27,Manual targeting,Dynamic bids - down only,303,1,0.0033,1.86,1.86,0.0304,32.8947
2023-09-21,2023-09-21,17,Portfolio 006,Campaign 004,10.91,Automatic targeting,Dynamic bids - down only,275,0,0.0,0.0,0.0,0.0094,106.383
2023-09-26,2023-09-26,21,Portfolio 002,Campaign 005,7.31,Manual targeting,Dynamic bids - down only,84,0,0.0,0.0,0.0,0.0376,26.5957
2023-09-27,2023-09-27,7,Portfolio 002,Campaign 001,2.52,Manual targeting,Dynamic bids - down only,73,0,0.0,0.0,0.0,0.0858,11.655
2023-09-24,2023-09-24,21,Portfolio 006,Campaign 004,9.49,Manual targeting,Dynamic bids - down only,192,1,0.005208,1.51,1.51,0.0586,17.0648
2023-09-16,2023-09-16,11,Portfolio 004,Campaign 003,9.85,Manual targeting,Dynamic bids - down only,162,0,0.0,0.0,0.0,0.0246,40.6504
2023-09-26,2023-09-26,9,Portfolio 006,Campaign 004,1.71,Manual targeting,Dynamic bids - down only,214,1,0.004673,2.37,2.37,0.0492,20.3252
2023-09-15,2023-09-15,20,Portfolio 004,Campaign 005,7.4,Automatic targeting,Dynamic bids - down only,115,1,0.008696,2.35,2.35,0.0701,14.2653
2023-09-20,2023-09-20,7,Portfolio 006,Campaign 002,6.0,Manual targeting,Dynamic bids - down only,217,1,0.004608,1.6,1.6,0.054,18.5185
2023-09-22,2023-09-22,12,Portfolio 001,Campaign 004,7.11,Manual targeting,Dynamic bids - down only,216,0,0.0,0.0,0.0,0.0934,10.7066
2023-09-16,2023-09-16,18,Portfolio 004,Campaign 003,10.65,Automatic targeting,Dynamic bids - down only,280,0,0.0,0.0,0.0,0.0964,10.3734
2023-09-25,2023-09-25,1,Portfolio 006,Campaign 001,4.1,Manual targeting,Dynamic bids - down only,313,1,0.003195,1.12,1.12,0.0121,82.6446
2023-09-25,2023-09-25,11,Portfolio 006,Campaign 001,7.79,Manual targeting,Dynamic bids - down only,143,0,0.0,0.0,0.0,0.0546,18.315
2023-09-17,2023-09-17,7,Portfolio 006,Campaign 003,1.69,Manual targeting,Dynamic bids - down only,17,0,0.0,0.0,0.0,0.0618,16.1812
2023-09-19,2023-09-19,3,Portfolio 006,Campaign 003,9.02,Automatic targeting,Dynamic bids - down only,302,0,0.0,0.0,0.0,0.0296,33.7838
2023-09-22,2023-09-22,10,Portfolio 006,Campaign 002,2.65,Manual targeting,Dynamic bids - down only,222,1,0.004505,1.25,1.25,0.0174,57.4713
2023-09-17,2023-09-17,12,Portfolio 004,Campaign 004,2.54,Manual targeting,Dynamic bids - up and down,250,0,0.0,0.0,0.0,0.0233,42.9185
2023-09-23,2023-09-23,11,Portfolio 006,Campaign 002,2.32,Manual targeting,Dynamic bids - down only,178,0,0.0,0.0,0.0,0.0831,12.0337
2023-09-22,2023-09-22,8,Portfolio 003,Campaign 004,6.4,Manual targeting,Dynamic bids - down only,360,1,0.002778,1.56,1.56,0.0013,769.2308
2023-09-27,2023-09-27,2,Portfolio 006,Campaign 003,6.09,Automatic targeting,Dynamic bids - down only,280,1,0.003571,2.32,2.32,0.0768,13.0208
2023-09-25,2023-09-25,19,Portfolio 006,Campaign 004,7.15,Automatic targeting,Dynamic bids - down only,17,1,0.058824,1.5,1.5,0.0353,28.3286
2023-09-23,2023-09-23,4,Portfolio 006,Campaign 005,4.11,Manual targeting,Dynamic bids - down only,170,0,0.0,0.0,0.0,0.0943,10.6045
2023-09-16,2023-09-16,2,Portfolio 004,Campaign 002,8.38,Manual targeting,Dynamic bids - down only,377,0,0.0,0.0,0.0,0.027,37.037
2023-09-15,2023-09-15,1,Portfolio 001,Campaign 003,2.39,Automatic targeting,Dynamic bids - down only,290,1,0.003448,2.2,2.2,0.0042,238.0952
2023-09-27,2023-09-27,8,Portfolio 006,Campaign 005,10.37,Manual targeting,Dynamic bids - down only,13,1,0.076923,2.33,2.33,0.0949,10.5374
2023-09-17,2023-09-17,3,Portfolio 006,Campaign 003,7.21,Manual targeting,Dynamic bids - down only,151,1,0.006623,1.43,1.43,0.0938,10.661
2023-09-19,2023-09-19,6,Portfolio 006,Campaign 003,9.72,Manual targeting,Dynamic bids - down only,255,0,0.0,0.0,0.0,0.0101,99.0099
2023-09-23,2023-09-23,23,Portfolio 003,Campaign 002,5.76,Manual targeting,Dynamic bids - down only,64,1,0.015625,1.3,1.3,0.0045,222.2222
2023-09-25,2023-09-25,2,Portfolio 006,Campaign 002,4.66,Manual targeting,Dynamic bids - down only,135,1,0.007407,2.31,2.31,0.0118,84.7458
2023-09-21,2023-09-21,5,Portfolio 004,Campaign 001,9.03,Manual targeting,Dynamic bids - down only,85,0,0.0,0.0,0.0,0.0858,11.655
2023-09-21,2023-09-21,9,Portfolio 006,Campaign 002,8.03,Manual targeting,Dynamic bids - down only,332,0,0.0,0.0,0.0,0.0167,59.8802
2023-09-24,2023-09-24,14,Portfolio 002,Campaign 005,10.24,Automatic targeting,Dynamic bids - down only,235,1,0.004255,1.32,1.32,0.0775,12.9032
2023-09-24,2023-09-24,21,Portfolio 006,Campaign 003,3.94,Manual targeting,Dynamic bids - down only,197,0,0.0,0.0,0.0,0.0081,123.4568
2023-09-15,2023-09-15,11,Portfolio 004,Campaign 003,7.48,Manual targeting,Dynamic bids - down only,93,0,0.0,0.0,0.0,0.0281,35.5872
2023-09-14,2023-09-14,1,Portfolio 003,Campaign 003,1.77,Manual targeting,Dynamic bids - down only,86,0,0.0,0.0,0.0,0.0218,45.8716
2023-09-19,2023-09-19,2,Portfolio 003,Campaign 001,6.97,Automatic targeting,Dynamic bids - down only,147,1,0.006803,1.14,1.14,0.0634,15.7729
2023-09-19,2023-09-19,21,Portfolio 001,Campaign 001,4.32,Manual targeting,Dynamic bids - down only,202,1,0.00495,1.44,1.44,0.0211,47.3934
2023-09-14,2023-09-14,10,Portfolio 004,Campaign 004,4.39,Automatic targeting,Dynamic bids - down only,21,0,0.0,0.0,0.0,0.0506,19.7628
2023-09-14,2023-09-14,16,Portfolio 006,Campaign 005,7.1,Automatic targeting,Dynamic bids - down only,56,1,0.017857,2.11,2.11,0.0062,161.2903
2023-09-18,2023-09-18,12,Portfolio 003,Campaign 002,8.5,Manual targeting,Dynamic bids - down only,26,0,0.0,0.0,0.0,0.0638,15.674
2023-09-24,2023-09-24,22,Portfolio 001,Campaign 002,9.06,Manual targeting,Dynamic bids - down only,58,0,0.0,0.0,0.0,0.0018,555.5556
2023-09-17,2023-09-17,15,Portfolio 006,Campaign 002,7.41,Automatic targeting,Dynamic bids - down only,252,0,0.0,0.0,0.0,0.0356,28.0899
2023-09-19,2023-09-19,14,Portfolio 006,Campaign 001,10.73,Manual targeting,Dynamic bids - down only,157,0,0.0,0.0,0.0,0.0057,175.4386
2023-09-20,2023-09-20,7,Portfolio 006,Campaign 003,5.95,Manual targeting,Dynamic bids - down only,92,0,0.0,0.0,0.0,0.0343,29.1545
2023-09-20,2023-09-20,18,Portfolio 006,Campaign 005,3.84,Automatic targeting,Dynamic bids - down only,91,0,0.0,0.0,0.0,0.0716,13.9665
2023-09-15,2023-09-15,13,Portfolio 006,Campaign 002,9.77,Manual targeting,Dynamic bids - down only,46,1,0.021739,1.54,1.54,0.0002,5000.0
2023-09-17,2023-09-17,20,Portfolio 006,Campaign 003,10.38,Manual targeting,Dynamic bids - down only,347,0,0.0,0.0,0.0,0.0564,17.7305
2023-09-23,2023-09-23,20,Portfolio 003,Campaign 004,2.58,Manual targeting,Dynamic bids - down only,302,0,0.0,0.0,0.0,0.0707,14.1443
2023-09-25,2023-09-25,6,Portfolio 006,Campaign 005,8.62,Manual targeting,Dynamic bids - down only,212,0,0.0,0.0,0.0,0.056,17.8571
2023-09-20,2023-09-20,21,Portfolio 001,Campaign 005,4.62,Manual targeting,Dynamic bids - down only,266,1,0.003759,2.51,2.51,0.0371,26.9542
2023-09-15,2023-09-15,11,Portfolio 001,Campaign 003,1.98,Manual targeting,Dynamic bids - down only,285,0,0.0,0.0,0.0,0.0783,12.7714
2023-09-24,2023-09-24,18,Portfolio 003,Campaign 002,5.31,Automatic targeting,Dynamic bids - down only,108,1,0.009259,1.88,1.88,0.0491,20.3666
2023-09-20,2023-09-20,1,Portfolio 004,Campaign 001,9.82,Automatic targeting,Dynamic bids - down only,219,1,0.004566,1.87,1.87,0.0588,17.0068
2023-09-19,2023-09-19,13,Portfolio 004,Campaign 001,4.86,Automatic targeting,Dynamic bids - down only,208,1,0.004808,1.1,1.1,0.0981,10.1937
2023-09-20,2023-09-20,14,Portfolio 002,Campaign 005,9.31,Manual targeting,Dynamic bids - down only,56,1,0.017857,2.74,2.74,0.0624,16.0256
2023-09-14,2023-09-14,21,Portfolio 006,Campaign 003,3.27,Manual targeting,Dynamic bids - down only,194,1,0.005155,2.34,2.34,0.0329,30.3951
2023-09-14,2023-09-14,18,Portfolio 006,Campaign 003,3.24,Manual targeting,Dynamic bids - down only,291,1,0.003436,2.11,2.11,0.0195,51.2821
2023-09-26,2023-09-26,6,Portfolio 006,Campaign 005,3.28,Manual targeting,Dynamic bids - down only,366,0,0.0,0.0,0.0,0.0178,56.1798
2023-09-18,2023-09-18,4,Portfolio 006,Campaign 003,4.62,Manual targeting,Dynamic bids - down only,142,0,0.0,0.0,0.0,0.0752,13.2979
2023-09-19,2023-09-19,21,Portfolio 006,Campaign 004,9.06,Manual targeting,Dynamic bids - down only,334,1,0.002994,2.42,2.42,0.0066,151.5152
2023-09-26,2023-09-26,6,Portfolio 003,Campaign 002,9.08,Manual targeting,Dynamic bids - down only,26,0,0.0,0.0,0.0,0.0337,29.6736
2023-09-19,2023-09-19,15,Portfolio 001,Campaign 004,5.57,Manual targeting,Dynamic bids - down only,310,1,0.003226,1.96,1.96,0.0602,16.6113
2023-09-22,2023-09-22,23,Portfolio 006,Campaign 003,4.56,Manual targeting,Dynamic bids - down only,229,1,0.004367,1.57,1.57,0.0792,12.6263
2023-09-23,2023-09-23,23,Portfolio 003,Campaign 002,2.29,Manual targeting,Dynamic bids - down only,110,1,0.009091,1.22,1.22,0.0825,12.1212
2023-09-21,2023-09-21,12,Portfolio 006,Campaign 005,2.4,Manual targeting,Dynamic bids - down only,375,0,0.0,0.0,0.0,0.0289,34.6021
2023-09-22,2023-09-22,16,Portfolio 006,Campaign 002,2.84,Automatic targeting,Dynamic bids - down only,348,1,0.002874,1.04,1.04,0.0964,10.3734
2023-09-18,2023-09-18,17,Portfolio 006,Campaign 005,3.5,Manual targeting,Dynamic bids - down only,285,0,0.0,0.0,0.0,0.0272,36.7647
2023-09-24,2023-09-24,15,Portfolio 003,Campaign 005,9.45,Manual targeting,Dynamic bids - down only,232,0,0.0,0.0,0.0,0.0541,18.4843
2023-09-14,2023-09-14,18,Portfolio 006,Campaign 003,3.04,Manual targeting,Dynamic bids - down only,59,1,0.016949,2.29,2.29,0.0692,14.4509
2023-09-18,2023-09-18,1,Portfolio 006,Campaign 003,5.8,Automatic targeting,Dynamic bids - down only,114,0,0.0,0.0,0.0,0.009,111.1111
2023-09-24,2023-09-24,16,Portfolio 001,Campaign 003,3.81,Manual targeting,Dynamic bids - down only,106,0,0.0,0.0,0.0,0.0602,16.6113
2023-09-15,2023-09-15,11,Portfolio 001,Campaign 004,2.08,Manual targeting,Dynamic bids - down only,325,0,0.0,0.0,0.0,0.0169,59.1716
2023-09-19,2023-09-19,14,Portfolio 006,Campaign 003,6.62,Automatic targeting,Dynamic bids - down only,252,0,0.0,0.0,0.0,0.0504,19.8413
2023-09-15,2023-09-15,15,Portfolio 006,Campaign 001,8.83,Manual targeting,Dynamic bids - down only,274,1,0.00365,1.43,1.43,0.0514,19.4553
2023-09-23,2023-09-23,19,Portfolio 006,Campaign 001,6.34,Manual targeting,Dynamic bids - down only,143,0,0.0,0.0,0.0,0.0903,11.0742
2023-09-24,2023-09-24,1,Portfolio 004,Campaign 004,10.56,Manual targeting,Dynamic bids - down only,180,1,0.005556,2.59,2.59,0.0338,29.5858
2023-09-18,2023-09-18,1,Portfolio 003,Campaign 005,10.01,Manual targeting,Dynamic bids - down only,130,1,0.007692,1.95,1.95,0.0539,18.5529
2023-09-21,2023-09-21,22,Portfolio 006,Campaign 001,9.61,Automatic targeting,Dynamic bids - down only,256,0,0.0,0.0,0.0,0.055,18.1818
2023-09-21,2023-09-21,2,Portfolio 006,Campaign 005,4.53,Automatic targeting,Dynamic bids - down only,180,1,0.005556,1.46,1.46,0.0963,10.3842
2023-09-21,2023-09-21,5,Portfolio 004,Campaign 004,6.95,Manual targeting,Dynamic bids - down only,52,1,0.019231,1.33,1.33,0.0849,11.7786
2023-09-21,2023-09-21,9,Portfolio 001,Campaign 004,2.38,Manual targeting,Dynamic bids - down only,333,1,0.003003,2.06,2.06,0.0226,44.2478
2023-09-21,2023-09-21,5,Portfolio 002,Campaign 003,6.07,Manual targeting,Dynamic bids - down only,193,1,0.005181,2.16,2.16,0.0091,109.8901
2023-09-19,2023-09-19,8,Portfolio 006,Campaign 001,3.87,Manual targeting,Dynamic bids - down only,5,0,0.0,0.0,0.0,0.0737,13.5685
2023-09-23,2023-09-23,4,Portfolio 003,Campaign 004,4.23,Manual targeting,Dynamic bids - down only,291,0,0.0,0.0,0.0,0.0351,28.49
2023-09-14,2023-09-14,10,Portfolio 006,Campaign 005,6.01,Automatic targeting,Dynamic bids - down only,17,0,0.0,0.0,0.0,0.0418,23.9234
2023-09-19,2023-09-19,3,Portfolio 001,Campaign 004,10.5,Automatic targeting,Dynamic bids - down only,367,1,0.002725,2.73,2.73,0.0162,61.7284
2023-09-17,2023-09-17,7,Portfolio 006,Campaign 005,8.92,Manual targeting,Dynamic bids - down only,209,0,0.0,0.0,0.0,0.003,333.3333
2023-09-16,2023-09-16,1,Portfolio 002,Campaign 001,4.72,Manual targeting,Dynamic bids - down only,22,0,0.0,0.0,0.0,0.0105,95.2381
2023-09-19,2023-09-19,5,Portfolio 003,Campaign 002,7.64,Manual targeting,Dynamic bids - down only,62,0,0.0,0.0,0.0,0.0362,27.6243
2023-09-19,2023-09-19,18,Portfolio 006,Campaign 005,5.27,Manual targeting,Dynamic bids - up and down,267,1,0.003745,2.23,2.23,0.0008,1250.0
2023-09-25,2023-09-25,1,Portfolio 004,Campaign 002,3.24,Manual targeting,Dynamic bids - down only,68,0,0.0,0.0,0.0,0.0746,13.4048
2023-09-23,2023-09-23,4,Portfolio 004,Campaign 003,8.06,Manual targeting,Dynamic bids - down only,240,1,0.004167,2.28,2.28,0.0257,38.9105
2023-09-22,2023-09-22,21,Portfolio 002,Campaign 001,7.94,Manual targeting,Dynamic bids - down only,328,0,0.0,0.0,0.0,0.0508,19.685
2023-09-22,2023-09-22,20,Portfolio 006,Campaign 001,9.76,Manual targeting,Dynamic bids - down only,344,1,0.002907,2.47,2.47,0.0307,32.5733
2023-09-23,2023-09-23,22,Portfolio 006,Campaign 002,5.54,Automatic targeting,Dynamic bids - down only,157,1,0.006369,2.6,2.6,0.0391,25.5754
2023-09-19,2023-09-19,9,Portfolio 001,Campaign 001,3.59,Manual targeting,Dynamic bids - down only,25,1,0.04,1.47,1.47,0.0765,13.0719
2023-09-24,2023-09-24,1,Portfolio 002,Campaign 002,9.88,Manual targeting,Dynamic bids - down only,147,1,0.006803,1.64,1.64,0.0744,13.4409
2023-09-15,2023-09-15,12,Portfolio 004,Campaign 002,5.08,Manual targeting,Dynamic bids - down only,228,1,0.004386,1.1,1.1,0.0559,17.8891
2023-09-19,2023-09-19,7,Portfolio 006,Campaign 003,4.21,Automatic targeting,Dynamic bids - down only,57,1,0.017544,1.77,1.77,0.007,142.8571
2023-09-20,2023-09-20,7,Portfolio 006,Campaign 003,4.38,Automatic targeting,Dynamic bids - down only,160,0,0.0,0.0,0.0,0.0488,20.4918
2023-09-17,2023-09-17,22,Portfolio 006,Campaign 002,1.55,Automatic targeting,Dynamic bids - down only,65,0,0.0,0.0,0.0,0.0492,20.3252
2023-09-22,2023-09-22,19,Portfolio 006,Campaign 003,6.11,Manual targeting,Dynamic bids - down only,251,0,0.0,0.0,0.0,0.0443,22.5734
2023-09-22,2023-09-22,17,Portfolio 006,Campaign 004,2.85,Manual targeting,Dynamic bids - down only,352,1,0.002841,2.41,2.41,0.0418,23.9234
2023-09-22,2023-09-22,6,Portfolio 006,Campaign 001,7.76,Manual targeting,Dynamic bids - down only,116,0,0.0,0.0,0.0,0.0292,34.2466
2023-09-25,2023-09-25,15,Portfolio 006,Campaign 003,7.24,Manual targeting,Dynamic bids - down only,280,0,0.0,0.0,0.0,0.0755,13.245
2023-09-19,2023-09-19,13,Portfolio 003,Campaign 004,4.23,Manual targeting,Dynamic bids - down only,239,1,0.004184,1.72,1.72,0.0973,10.2775
2023-09-24,2023-09-24,23,Portfolio 006,Campaign 001,2.8,Manual targeting,Dynamic bids - down only,159,0,0.0,0.0,0.0,0.0931,10.7411
2023-09-19,2023-09-19,17,Portfolio 006,Campaign 003,5.73,Manual targeting,Dynamic bids - down only,196,1,0.005102,2.01,2.01,0.0492,20.3252
2023-09-21,2023-09-21,18,Portfolio 001,Campaign 004,3.77,Manual targeting,Dynamic bids - down only,250,1,0.004,1.77,1.77,0.0243,41.1523
2023-09-18,2023-09-18,11,Portfolio 002,Campaign 005,8.82,Automatic targeting,Dynamic bids - down only,220,1,0.004545,2.51,2.51,0.0378,26.455
2023-09-27,2023-09-27,15,Portfolio 006,Campaign 001,3.88,Manual targeting,Dynamic bids - up and down,56,1,0.017857,2.72,2.72,0.0185,54.0541
2023-09-16,2023-09-16,19,Portfolio 002,Campaign 004,6.57,Automatic targeting,Dynamic bids - down only,374,0,0.0,0.0,0.0,0.0202,49.505
2023-09-26,2023-09-26,20,Portfolio 001,Campaign 005,2.55,Automatic targeting,Dynamic bids - down only,286,1,0.003497,1.24,1.24,0.0941,10.627
2023-09-27,2023-09-27,11,Portfolio 004,Campaign 004,6.56,Manual targeting,Dynamic bids - down only,160,0,0.0,0.0,0.0,0.0568,17.6056
2023-09-25,2023-09-25,18,Portfolio 002,Campaign 001,5.94,Manual targeting,Dynamic bids - down only,188,1,0.005319,2.32,2.32,0.0748,13.369
2023-09-14,2023-09-14,11,Portfolio 006,Campaign 004,7.58,Automatic targeting,Dynamic bids - down only,330,0,0.0,0.0,0.0,0.0063,158.7302
2023-09-27,2023-09-27,0,Portfolio 006,Campaign 004,4.24,Manual targeting,Dynamic bids - down only,244,1,0.004098,2.39,2.39,0.086,11.6279
2023-09-20,2023-09-20,8,Portfolio 003,Campaign 005,9.85,Manual targeting,Dynamic bids - down only,49,1,0.020408,2.12,2.12,0.0293,34.1297
2023-09-25,2023-09-25,10,Portfolio 006,Campaign 001,4.84,Manual targeting,Dynamic bids - down only,339,1,0.00295,2.58,2.58,0.0494,20.2429
2023-09-22,2023-09-22,16,Portfolio 002,Campaign 001,4.25,Manual targeting,Dynamic bids - down only,195,0,0.0,0.0,0.0,0.0234,42.735
2023-09-24,2023-09-24,5,Portfolio 006,Campaign 002,2.34,Manual targeting,Dynamic bids - down only,372,1,0.002688,2.67,2.67,0.0219,45.6621
2023-09-15,2023-09-15,9,Portfolio 006,Campaign 001,8.23,Manual targeting,Dynamic bids - down only,35,0,0.0,0.0,0.0,0.0285,35.0877
2023-09-17,2023-09-17,7,Portfolio 006,Campaign 005,10.45,Automatic targeting,Dynamic bids - down only,356,0,0.0,0.0,0.0,0.0938,10.661
2023-09-27,2023-09-27,11,Portfolio 006,Campaign 001,4.04,Manual targeting,Dynamic bids - down only,324,1,0.003086,2.2,2.2,0.0013,769.2308
2023-09-23,2023-09-23,15,Portfolio 006,Campaign 002,8.36,Automatic targeting,Dynamic bids - down only,331,1,0.003021,1.94,1.94,0.0866,11.5473
2023-09-21,2023-09-21,13,Portfolio 006,Campaign 002,6.42,Manual targeting,Dynamic bids - down only,318,0,0.0,0.0,0.0,0.0298,33.557
2023-09-16,2023-09-16,17,Portfolio 006,Campaign 002,1.61,Manual targeting,Dynamic bids - down only,20,0,0.0,0.0,0.0,0.0267,37.4532
2023-09-18,2023-09-18,21,Portfolio 003,Campaign 005,10.84,Manual targeting,Dynamic bids - down only,309,1,0.003236,2.56,2.56,0.0027,370.3704
2023-09-24,2023-09-24,21,Portfolio 003,Campaign 005,3.91,Manual targeting,Dynamic bids - down only,346,0,0.0,0.0,0.0,0.054,18.5185
2023-09-19,2023-09-19,19,Portfolio 006,Campaign 004,1.71,Manual targeting,Dynamic bids - down only,276,1,0.003623,2.64,2.64,0.0214,46.729
2023-09-14,2023-09-14,0,Portfolio 006,Campaign 004,2.45,Automatic targeting,Dynamic bids - down only,372,1,0.002688,2.71,2.71,0.0083,120.4819
2023-09-26,2023-09-26,22,Portfolio 003,Campaign 002,9.6,Manual targeting,Dynamic bids - down only,42,0,0.0,0.0,0.0,0.062,16.129
2023-09-14,2023-09-14,19,Portfolio 006,Campaign 004,3.27,Automatic targeting,Dynamic bids - down only,335,1,0.002985,2.65,2.65,0.0008,1250.0
2023-09-25,2023-09-25,8,Portfolio 003,Campaign 003,6.42,Automatic targeting,Dynamic bids - down only,247,0,0.0,0.0,0.0,0.0139,71.9424
2023-09-26,2023-09-26,2,Portfolio 006,Campaign 001,10.47,Manual targeting,Dynamic bids - down only,289,1,0.00346,2.12,2.12,0.0558,17.9211
2023-09-19,2023-09-19,16,Portfolio 006,Campaign 001,3.56,Manual targeting,Dynamic bids - down only,56,1,0.017857,2.69,2.69,0.0643,15.5521
2023-09-26,2023-09-26,18,Portfolio 006,Campaign 003,6.31,Automatic targeting,Dynamic bids - down only,27,0,0.0,0.0,0.0,0.0868,11.5207
2023-09-14,2023-09-14,3,Portfolio 006,Campaign 004,4.45,Manual targeting,Dynamic bids - down only,327,0,0.0,0.0,0.0,0.0375,26.6667
