report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2023-12-01,B0YL6BPBEC,0,3452,4160,0.09,3,100.09,49.67,B2C,Low Buy Box
2024-01-01,B0YL6BPBEC,0,530,693,3.21,17,481.08,46.28,B2C,Low Buy Box
2022-04-01,B08031WQ7N,1,694,906,0.29,2,117.94,-1.46,B2C,High Buy Box
2022-05-01,B08031WQ7N,1,3669,5434,0.27,10,356.11,7.47,B2C,Low Buy Box
2022-06-01,B08031WQ7N,1,2782,3274,0.36,10,236.18,-9.56,B2C,Low Buy Box
2022-07-01,B08031WQ7N,1,2617,3256,0.27,7,228.01,-3.03,B2C,Low Buy Box
2022-08-01,B08031WQ7N,1,4562,5882,0.11,5,267.11,6.77,B2C,Low Buy Box
2022-09-01,B08031WQ7N,1,1306,1822,0.23,3,177.08,60.64,B2C,Low Buy Box
2022-10-01,B08031WQ7N,1,203,278,15.27,31,1748.28,22.47,B2C,Low Buy Box
2022-11-01,B08031WQ7N,1,3950,5046,0.1,4,161.54,11.0,B2C,Low Buy Box
2022-12-01,B08031WQ7N,1,3421,4966,1.96,67,3745.77,0.67,B2C,Low Buy Box
2023-01-01,B08031WQ7N,1,710,1006,1.13,8,320.14,-0.62,B2C,High Buy Box
2023-02-01,B08031WQ7N,1,3248,3799,0.15,5,220.82,52.59,B2C,Low Buy Box
2023-03-01,B08031WQ7N,1,855,1141,0.82,7,413.13,54.61,B2C,Low Buy Box
2023-04-01,B08031WQ7N,1,579,748,9.5,55,2999.07,35.48,B2C,Low Buy Box
2023-05-01,B08031WQ7N,1,9803,13053,0.29,28,1103.5,31.75,B2C,Low Buy Box
2023-06-01,B08031WQ7N,1,1504,1580,0.47,7,354.67,61.0,B2C,Low Buy Box
2023-07-01,B08031WQ7N,1,8980,10143,0.36,32,830.24,66.51,B2C,Low Buy Box
2023-08-01,B08031WQ7N,1,661,778,7.87,52,2996.91,60.56,B2C,Low Buy Box
2023-09-01,B08031WQ7N,1,1724,2309,1.22,21,547.33,26.81,B2C,Low Buy Box
2023-10-01,B08031WQ7N,1,463,654,2.81,13,770.8,4.11,B2C,Low Buy Box
2023-11-01,B08031WQ7N,1,2900,3363,0.17,5,137.05,61.09,B2C,Low Buy Box
2023-12-01,B08031WQ7N,1,40,48,30.0,12,351.9,56.79,B2C,Low Buy Box
2024-01-01,B08031WQ7N,1,1445,1766,0.83,12,393.99,11.31,B2C,Low Buy Box
2022-04-01,B0BEA3X67N,0,919,979,0.0,0,0.0,26.25,B2C,High Buy Box
2022-05-01,B0BEA3X67N,0,1242,1914,3.3,41,1497.36,-3.66,B2C,Low Buy Box
2022-06-01,B0BEA3X67N,0,2871,3800,0.03,1,18.61,15.51,B2C,Low Buy Box
2022-07-01,B0BEA3X67N,0,7375,7928,0.01,1,51.09,43.08,B2C,Low Buy Box
2022-08-01,B0BEA3X67N,0,257,284,0.78,2,100.09,97.6,B2C,Low Buy Box
2022-09-01,B0BEA3X67N,0,8125,11399,0.26,21,630.89,-8.88,B2C,Low Buy Box
2022-10-01,B0BEA3X67N,0,719,937,0.97,7,303.23,27.69,B2C,Low Buy Box
2022-11-01,B0BEA3X67N,0,875,1192,1.94,17,741.68,10.52,B2C,Low Buy Box
2022-12-01,B0BEA3X67N,0,54,75,7.41,4,59.92,43.21,B2C,Low Buy Box
2023-01-01,B0BEA3X67N,0,2180,2473,2.29,50,2612.79,55.79,B2C,Low Buy Box
2023-02-01,B0BEA3X67N,0,4792,5978,0.08,4,103.27,98.12,B2C,High Buy Box
2023-03-01,B0BEA3X67N,0,274,374,2.55,7,165.5,63.39,B2C,High Buy Box
2023-04-01,B0BEA3X67N,0,104,112,52.88,55,1726.82,62.12,B2C,High Buy Box
2023-05-01,B0BEA3X67N,0,6412,8447,0.3,19,683.23,49.61,B2C,Low Buy Box
2023-06-01,B0BEA3X67N,0,1094,1277,0.91,10,454.41,34.43,B2C,Low Buy Box
2023-07-01,B0BEA3X67N,0,443,615,0.23,1,61.5,-1.19,B2C,Low Buy Box
2023-08-01,B0BEA3X67N,0,1779,2550,1.29,23,1238.92,84.56,B2C,Low Buy Box
2023-09-01,B0BEA3X67N,0,5251,6884,0.11,6,272.57,33.59,B2C,High Buy Box
2023-10-01,B0BEA3X67N,0,375,455,0.53,2,123.31,95.75,B2C,Low Buy Box
2023-11-01,B0BEA3X67N,0,3767,4594,0.05,2,50.31,24.19,B2C,Low Buy Box
2023-12-01,B0BEA3X67N,0,1090,1509,0.18,2,53.54,27.1,B2C,Low Buy Box
2024-01-01,B0BEA3X67N,0,632,809,1.42,9,218.91,96.68,B2C,Low Buy Box
2022-04-01,B0HN0R01BM,0,3037,4070,0.69,21,656.45,91.83,B2C,Low Buy Box
2022-05-01,B0HN0R01BM,0,36,49,61.11,22,449.78,-5.04,B2C,Low Buy Box
2022-06-01,B0HN0R01BM,0,313,406,2.56,8,159.61,32.51,B2C,Low Buy Box
2022-07-01,B0HN0R01BM,0,895,1164,1.79,16,891.05,34.82,B2C,Low Buy Box
2022-08-01,B0HN0R01BM,0,369,513,9.49,35,1000.5,48.22,B2C,Low Buy Box
2022-09-01,B0HN0R01BM,0,821,1085,0.12,1,30.45,97.14,B2C,High Buy Box
2022-10-01,B0HN0R01BM,0,718,789,0.42,3,104.03,48.65,B2C,Low Buy Box
2022-11-01,B0HN0R01BM,0,1689,1960,0.41,7,204.77,46.51,B2C,Low Buy Box
2022-12-01,B0HN0R01BM,0,690,954,0.87,6,261.43,78.99,B2C,Low Buy Box
2023-01-01,B0HN0R01BM,0,8812,10115,0.0,0,0.0,-6.23,B2C,Low Buy Box
2023-02-01,B0HN0R01BM,0,2198,2412,0.14,3,166.63,7.79,B2C,Low Buy Box
2023-03-01,B0HN0R01BM,0,895,1174,0.34,3,151.17,65.48,B2C,Low Buy Box
2023-04-01,B0HN0R01BM,0,1194,1318,0.59,7,241.32,71.62,B2C,Low Buy Box
2023-05-01,B0HN0R01BM,0,4019,5465,0.35,14,627.67,65.77,B2C,Low Buy Box
2023-06-01,B0HN0R01BM,0,467,529,1.5,7,165.06,5.06,B2C,Low Buy Box
2023-07-01,B0HN0R01BM,0,1796,2198,0.95,17,270.48,7.78,B2C,Low Buy Box
2023-08-01,B0HN0R01BM,0,1495,1710,1.54,23,831.25,-3.9,B2C,Low Buy Box
2023-09-01,B0HN0R01BM,0,894,1053,11.74,105,2267.86,93.96,B2C,Low Buy Box
2023-10-01,B0HN0R01BM,0,2152,2930,0.79,17,362.94,12.06,B2C,Low Buy Box
2023-11-01,B0HN0R01BM,0,391,553,3.32,13,255.28,66.29,B2C,Low Buy Box
2023-12-01,B0HN0R01BM,0,1427,2025,0.49,7,171.47,71.63,B2C,Low Buy Box
2024-01-01,B0HN0R01BM,0,3683,4094,0.43,16,939.51,-0.79,B2C,Low Buy Box
2022-04-01,B0QN1E2L9H,0,1390,1979,0.94,13,615.96,76.0,B2C,Low Buy Box
2022-05-01,B0QN1E2L9H,0,793,861,2.27,18,474.33,40.21,B2C,Low Buy Box
2022-06-01,B0QN1E2L9H,0,939,1378,0.21,2,111.99,80.31,B2C,Low Buy Box
2022-07-01,B0QN1E2L9H,0,1337,1739,0.75,10,589.32,5.06,B2C,Low Buy Box
2022-08-01,B0QN1E2L9H,0,1200,1397,0.25,3,52.97,22.73,B2C,Low Buy Box
2022-09-01,B0QN1E2L9H,0,1199,1372,1.75,21,1158.95,39.31,B2C,Low Buy Box
2022-10-01,B0QN1E2L9H,0,1290,1575,1.86,24,417.38,47.49,B2C,High Buy Box
2022-11-01,B0QN1E2L9H,0,1885,2130,2.33,44,805.45,78.21,B2C,Low Buy Box
2022-12-01,B0QN1E2L9H,0,2439,2960,1.03,25,1424.05,35.79,B2C,Low Buy Box
2023-01-01,B0QN1E2L9H,0,1268,1691,1.34,17,280.51,74.26,B2C,Low Buy Box
2023-02-01,B0QN1E2L9H,0,407,473,3.19,13,247.86,71.11,B2C,Low Buy Box
2023-03-01,B0QN1E2L9H,0,1579,1856,0.51,8,493.07,33.79,B2C,Low Buy Box
2023-04-01,B0QN1E2L9H,0,2384,2787,0.04,1,21.58,55.98,B2C,Low Buy Box
2023-05-01,B0QN1E2L9H,0,2849,3416,1.09,31,1695.47,-4.09,B2C,Low Buy Box
2023-06-01,B0QN1E2L9H,0,2308,3355,0.61,14,227.44,95.71,B2C,Low Buy Box
2023-07-01,B0QN1E2L9H,0,2845,3141,0.18,5,303.87,57.91,B2C,Low Buy Box
2023-08-01,B0QN1E2L9H,0,5386,8178,1.17,63,2422.38,52.15,B2C,Low Buy Box
2023-09-01,B0QN1E2L9H,0,3252,3673,0.62,20,995.04,67.37,B2C,Low Buy Box
2023-10-01,B0QN1E2L9H,0,630,798,1.43,9,140.43,29.96,B2C,Low Buy Box
2023-11-01,B0QN1E2L9H,0,267,350,0.0,0,0.0,3.12,B2C,Low Buy Box
2023-12-01,B0QN1E2L9H,0,252,386,0.4,1,37.5,15.39,B2C,Low Buy Box
2024-01-01,B0QN1E2L9H,0,1076,1345,2.04,22,789.44,4.99,B2C,Low Buy Box
2022-04-01,B0B0BG6VE9,0,3461,4305,1.5,52,2056.35,90.17,B2C,Low Buy Box
2022-05-01,B0B0BG6VE9,0,3221,3775,0.0,0,0.0,50.58,B2C,Low Buy Box
2022-06-01,B0B0BG6VE9,0,592,623,4.05,24,384.43,78.9,B2C,Low Buy Box
2022-07-01,B0B0BG6VE9,0,3821,5616,0.73,28,699.21,65.98,B2C,Low Buy Box
2022-08-01,B0B0BG6VE9,0,1215,1441,1.07,13,186.76,24.83,B2C,High Buy Box
2022-09-01,B0B0BG6VE9,0,1772,2055,0.96,17,834.49,35.84,B2C,Low Buy Box
2022-10-01,B0B0BG6VE9,0,2983,3277,0.94,28,1179.67,91.8,B2C,Low Buy Box
2022-11-01,B0B0BG6VE9,0,3011,4518,0.2,6,128.78,92.22,B2C,Low Buy Box
2022-12-01,B0B0BG6VE9,0,833,921,0.6,5,246.67,-6.43,B2C,High Buy Box
2023-01-01,B0B0BG6VE9,0,2457,3515,0.28,7,429.86,65.88,B2C,Low Buy Box
2023-02-01,B0B0BG6VE9,0,5264,7053,0.13,7,427.15,52.93,B2C,High Buy Box
2023-03-01,B0B0BG6VE9,0,534,755,0.94,5,235.88,84.39,B2C,Low Buy Box
2023-04-01,B0B0BG6VE9,0,4858,7476,0.02,1,54.64,77.46,B2C,Low Buy Box
2023-05-01,B0B0BG6VE9,0,114,152,0.0,0,0.0,81.75,B2C,Low Buy Box
2023-06-01,B0B0BG6VE9,0,152,182,3.95,6,161.18,36.29,B2C,Low Buy Box
2023-07-01,B0B0BG6VE9,0,1255,1824,0.48,6,301.01,-6.94,B2C,Low Buy Box
2023-08-01,B0B0BG6VE9,0,1232,1794,0.81,10,275.69,23.74,B2C,Low Buy Box
2023-09-01,B0B0BG6VE9,0,509,733,10.81,55,3050.52,-3.45,B2C,Low Buy Box
2023-10-01,B0B0BG6VE9,0,10683,16430,0.3,32,1542.52,27.67,B2C,Low Buy Box
2023-11-01,B0B0BG6VE9,0,2681,2865,1.38,37,1901.06,95.28,B2C,Low Buy Box
2023-12-01,B0B0BG6VE9,0,717,1055,0.7,5,242.19,43.13,B2C,Low Buy Box
2024-01-01,B0B0BG6VE9,0,705,1018,0.14,1,52.63,1.19,B2C,Low Buy Box
2022-04-01,B08S1RMEPZ,0,2848,3851,0.53,15,539.92,89.21,B2C,Low Buy Box
2022-05-01,B08S1RMEPZ,0,899,1223,1.67,15,593.55,80.86,B2C,Low Buy Box
2022-06-01,B08S1RMEPZ,0,212,304,0.94,2,101.14,18.68,B2C,Low Buy Box
2022-07-01,B08S1RMEPZ,0,1281,1958,0.31,4,144.29,-3.66,B2C,Low Buy Box
2022-08-01,B08S1RMEPZ,0,304,338,2.3,7,274.14,21.51,B2C,High Buy Box
2022-09-01,B08S1RMEPZ,0,808,870,1.11,9,477.2,86.43,B2C,Low Buy Box
2022-10-01,B08S1RMEPZ,0,793,970,0.25,2,101.77,71.9,B2C,Low Buy Box
2022-11-01,B08S1RMEPZ,0,1459,1990,8.16,119,2797.24,60.97,B2C,Low Buy Box
2022-12-01,B08S1RMEPZ,0,118,152,4.24,5,140.72,65.0,B2C,Low Buy Box
2023-01-01,B08S1RMEPZ,0,3274,4708,0.18,6,129.99,21.76,B2C,Low Buy Box
2023-02-01,B08S1RMEPZ,0,1325,2040,3.17,42,2433.63,26.3,B2C,Low Buy Box
2023-03-01,B08S1RMEPZ,0,5593,8003,0.7,39,1012.91,-8.82,B2C,Low Buy Box
2023-04-01,B08S1RMEPZ,0,1504,1972,0.13,2,123.89,15.36,B2C,Low Buy Box
2023-05-01,B08S1RMEPZ,0,2281,2410,0.44,10,276.45,-6.87,B2C,Low Buy Box
2023-06-01,B08S1RMEPZ,0,2288,3230,0.48,11,479.57,92.21,B2C,Low Buy Box
2023-07-01,B08S1RMEPZ,0,3337,4256,0.48,16,578.15,50.38,B2C,Low Buy Box
2023-08-01,B08S1RMEPZ,0,1503,2081,1.2,18,776.93,63.61,B2C,Low Buy Box
2023-09-01,B08S1RMEPZ,0,1626,2493,0.98,16,486.09,46.0,B2C,Low Buy Box
2023-10-01,B08S1RMEPZ,0,3093,4227,0.32,10,444.2,75.01,B2C,Low Buy Box
2023-11-01,B08S1RMEPZ,0,3237,4777,0.15,5,306.48,56.02,B2C,Low Buy Box
2023-12-01,B08S1RMEPZ,0,3825,5445,0.13,5,196.06,-3.49,B2C,Low Buy Box
2024-01-01,B08S1RMEPZ,0,8221,12529,0.06,5,221.55,83.44,B2C,Low Buy Box
2022-04-01,B0TAFN6943,0,1785,2756,1.68,30,1106.08,3.44,B2C,Low Buy Box
2022-05-01,B0TAFN6943,0,419,566,5.01,21,807.01,82.53,B2C,Low Buy Box
2022-06-01,B0TAFN6943,0,4517,6178,0.24,11,186.03,81.0,B2C,Low Buy Box
2022-07-01,B0TAFN6943,0,2032,2779,1.82,37,1833.77,13.8,B2C,High Buy Box
2022-08-01,B0TAFN6943,0,1531,2177,1.05,16,831.93,-0.08,B2C,Low Buy Box
2022-09-01,B0TAFN6943,0,518,773,6.56,34,1006.2,98.66,B2C,Low Buy Box
2022-10-01,B0TAFN6943,0,1293,1407,1.62,21,674.85,47.42,B2C,Low Buy Box
2022-11-01,B0TAFN6943,0,7743,8171,0.34,26,791.3,35.71,B2C,Low Buy Box
2022-12-01,B0TAFN6943,0,3234,4109,0.28,9,403.45,4.48,B2C,Low Buy Box
2023-01-01,B0TAFN6943,0,2039,2661,2.75,56,2411.15,36.62,B2C,Low Buy Box
2023-02-01,B0TAFN6943,0,1431,1835,0.84,12,270.25,13.19,B2C,Low Buy Box
2023-03-01,B0TAFN6943,0,1459,1919,0.07,1,34.74,16.8,B2C,Low Buy Box
2023-04-01,B0TAFN6943,0,3528,3741,0.79,28,1262.59,12.89,B2C,Low Buy Box
2023-05-01,B0TAFN6943,0,270,400,0.74,2,66.53,39.1,B2C,Low Buy Box
2023-06-01,B0TAFN6943,0,3049,3408,2.33,71,1744.17,63.08,B2C,Low Buy Box
2023-07-01,B0TAFN6943,0,2062,2818,1.45,30,972.72,99.25,B2C,Low Buy Box
2023-08-01,B0TAFN6943,0,1004,1367,7.67,77,1480.57,4.19,B2C,Low Buy Box
2023-09-01,B0TAFN6943,0,1217,1459,1.89,23,1195.06,18.86,B2C,Low Buy Box
2023-10-01,B0TAFN6943,0,128,187,2.34,3,166.29,50.04,B2C,Low Buy Box
2023-11-01,B0TAFN6943,0,2543,3378,0.16,4,216.31,0.62,B2C,Low Buy Box
2023-12-01,B0TAFN6943,0,582,783,9.62,56,1331.88,8.31,B2C,Low Buy Box
2024-01-01,B0TAFN6943,0,1585,2171,0.19,3,51.74,8.57,B2C,Low Buy Box
2022-04-01,B04LWKWRGF,0,1516,2019,0.07,1,26.03,82.51,B2C,Low Buy Box
2022-05-01,B04LWKWRGF,0,3256,4719,0.0,0,0.0,18.54,B2C,High Buy Box
2022-06-01,B04LWKWRGF,0,2190,2423,0.09,2,90.9,-0.49,B2C,Low Buy Box
2022-07-01,B04LWKWRGF,0,2020,2139,0.45,9,395.07,57.25,B2C,Low Buy Box
2022-08-01,B04LWKWRGF,0,2143,2395,0.33,7,309.8,79.89,B2C,High Buy Box
2022-09-01,B04LWKWRGF,0,45,63,15.56,7,216.08,86.8,B2C,Low Buy Box
2022-10-01,B04LWKWRGF,0,1597,2299,0.44,7,103.29,97.24,B2C,Low Buy Box
2022-11-01,B04LWKWRGF,0,605,676,2.64,16,964.94,87.17,B2C,Low Buy Box
2022-12-01,B04LWKWRGF,0,2641,3083,0.38,10,499.72,15.16,B2C,Low Buy Box
2023-01-01,B04LWKWRGF,0,5111,7315,0.02,1,58.93,37.93,B2C,High Buy Box
2023-02-01,B04LWKWRGF,0,1383,1618,3.18,44,1272.86,22.1,B2C,Low Buy Box
2023-03-01,B04LWKWRGF,0,5070,5603,0.04,2,80.87,-6.67,B2C,Low Buy Box
2023-04-01,B04LWKWRGF,0,2115,2441,1.23,26,1176.01,13.58,B2C,Low Buy Box
2023-05-01,B04LWKWRGF,0,2785,3842,0.47,13,195.67,46.7,B2C,Low Buy Box
2023-06-01,B04LWKWRGF,0,5586,7071,0.18,10,235.26,34.84,B2C,Low Buy Box
2023-07-01,B04LWKWRGF,0,2315,2931,1.04,24,819.09,85.19,B2C,Low Buy Box
2023-08-01,B04LWKWRGF,0,1194,1461,0.67,8,189.52,91.29,B2C,Low Buy Box
2023-09-01,B04LWKWRGF,0,42,63,104.76,44,1917.26,14.18,B2C,Low Buy Box
2023-10-01,B04LWKWRGF,0,824,1055,0.0,0,0.0,92.34,B2C,Low Buy Box
2023-11-01,B04LWKWRGF,0,2125,2642,1.13,24,831.51,1.07,B2C,High Buy Box
2023-12-01,B04LWKWRGF,0,575,814,0.0,0,0.0,-3.61,B2C,Low Buy Box
2024-01-01,B04LWKWRGF,0,397,546,16.62,66,2169.84,58.31,B2C,Low Buy Box
2022-04-01,B0MG6069MM,0,431,623,6.03,26,1057.9,46.21,B2C,Low Buy Box
2022-05-01,B0MG6069MM,0,1692,2276,0.18,3,78.26,34.59,B2C,Low Buy Box
2022-06-01,B0MG6069MM,0,2816,3057,0.04,1,43.81,33.88,B2C,Low Buy Box
2022-07-01,B0MG6069MM,0,966,1104,4.55,44,1350.18,-4.63,B2C,Low Buy Box
2022-08-01,B0MG6069MM,0,1327,1508,0.9,12,341.78,16.98,B2C,Low Buy Box
2022-09-01,B0MG6069MM,0,742,984,2.83,21,878.72,72.62,B2C,Low Buy Box
2022-10-01,B0MG6069MM,0,370,519,5.68,21,372.92,24.78,B2C,Low Buy Box
2022-11-01,B0MG6069MM,0,2798,3749,0.46,13,721.99,93.29,B2C,Low Buy Box
2022-12-01,B0MG6069MM,0,1557,1726,1.73,27,975.42,80.66,B2C,Low Buy Box
2023-01-01,B0MG6069MM,0,3708,5292,0.05,2,39.44,99.81,B2C,Low Buy Box
2023-02-01,B0MG6069MM,0,1777,2398,0.62,11,457.71,55.45,B2C,Low Buy Box
2023-03-01,B0MG6069MM,0,5056,6808,0.28,14,353.08,49.59,B2C,Low Buy Box
2023-04-01,B0MG6069MM,0,3413,3685,0.44,15,807.63,75.31,B2C,Low Buy Box
2023-05-01,B0MG6069MM,0,860,1282,6.74,58,2003.35,12.63,B2C,Low Buy Box
2023-06-01,B0MG6069MM,0,680,781,7.21,49,1905.58,43.6,B2C,High Buy Box
2023-07-01,B0MG6069MM,0,1632,2175,1.41,23,1174.35,27.02,B2C,Low Buy Box
2023-08-01,B0MG6069MM,0,2271,3239,0.57,13,675.57,6.09,B2C,Low Buy Box
2023-09-01,B0MG6069MM,0,2691,3824,2.01,54,2039.18,-6.39,B2C,Low Buy Box
2023-10-01,B0MG6069MM,0,2566,3434,0.08,2,88.73,71.12,B2C,Low Buy Box
2023-11-01,B0MG6069MM,0,7459,9979,0.39,29,1543.28,-7.58,B2C,Low Buy Box
2023-12-01,B0MG6069MM,0,4615,5762,0.43,20,642.62,-9.8,B2C,High Buy Box
2024-01-01,B0MG6069MM,0,3015,3841,0.17,5,169.23,71.96,B2C,High Buy Box
2022-04-01,B03Y52WMNS,0,1622,1739,1.48,24,1471.18,28.36,B2C,Low Buy Box
2022-05-01,B03Y52WMNS,0,1577,1839,0.51,8,127.08,90.67,B2C,Low Buy Box
2022-06-01,B03Y52WMNS,0,80,93,35.0,28,959.12,90.7,B2C,Low Buy Box
2022-07-01,B03Y52WMNS,0,635,771,0.47,3,86.8,8.48,B2C,Low Buy Box
2022-08-01,B03Y52WMNS,0,3155,4363,0.03,1,26.97,-2.79,B2C,Low Buy Box
2022-09-01,B03Y52WMNS,0,3171,3397,0.13,4,148.35,21.7,B2C,Low Buy Box
2022-10-01,B03Y52WMNS,0,2379,3416,0.42,10,440.01,51.88,B2C,Low Buy Box
2022-11-01,B03Y52WMNS,0,996,1532,1.1,11,351.47,73.35,B2C,Low Buy Box
2022-12-01,B03Y52WMNS,0,5,5,820.0,41,962.98,54.04,B2C,Low Buy Box
2023-01-01,B03Y52WMNS,0,2727,3049,0.0,0,0.0,-7.36,B2C,Low Buy Box
2023-02-01,B03Y52WMNS,0,956,1062,3.66,35,1463.13,-1.48,B2C,Low Buy Box
2023-03-01,B03Y52WMNS,0,1978,2826,0.25,5,140.76,82.72,B2C,Low Buy Box
2023-04-01,B03Y52WMNS,0,2429,2635,0.12,3,110.26,-1.72,B2C,Low Buy Box
2023-05-01,B03Y52WMNS,0,694,991,1.73,12,598.15,38.55,B2C,Low Buy Box
2023-06-01,B03Y52WMNS,0,393,537,2.54,10,399.84,81.06,B2C,Low Buy Box
2023-07-01,B03Y52WMNS,0,555,734,2.88,16,759.89,-0.23,B2C,High Buy Box
2023-08-01,B03Y52WMNS,0,4551,6491,0.24,11,658.28,-2.39,B2C,Low Buy Box
2023-09-01,B03Y52WMNS,0,983,1418,0.0,0,0.0,9.55,B2C,Low Buy Box
2023-10-01,B03Y52WMNS,0,1317,2028,2.05,27,516.39,71.48,B2C,Low Buy Box
2023-11-01,B03Y52WMNS,0,5128,5871,0.72,37,730.29,73.68,B2C,Low Buy Box
2023-12-01,B03Y52WMNS,0,359,486,1.67,6,146.58,77.8,B2C,High Buy Box
2024-01-01,B03Y52WMNS,0,719,774,3.76,27,1128.46,63.99,B2C,Low Buy Box
2022-04-01,B0A5Z31GLA,0,318,488,1.89,6,203.54,88.89,B2C,High Buy Box
2022-05-01,B0A5Z31GLA,0,1314,1670,2.82,37,1138.08,59.45,B2C,Low Buy Box
2022-06-01,B0A5Z31GLA,0,1498,1611,0.13,2,44.19,-9.84,B2C,Low Buy Box
2022-07-01,B0A5Z31GLA,0,2409,3431,0.25,6,349.51,78.42,B2C,Low Buy Box
2022-08-01,B0A5Z31GLA,0,493,681,1.22,6,359.83,43.05,B2C,High Buy Box
2022-09-01,B0A5Z31GLA,0,1162,1374,2.75,32,781.6,8.18,B2C,Low Buy Box
2022-10-01,B0A5Z31GLA,0,189,273,10.58,20,290.54,89.53,B2C,Low Buy Box
2022-11-01,B0A5Z31GLA,0,3922,4346,0.28,11,249.86,55.1,B2C,Low Buy Box
2022-12-01,B0A5Z31GLA,0,4014,5905,0.97,39,1045.28,95.9,B2C,Low Buy Box
2023-01-01,B0A5Z31GLA,0,986,1428,0.3,3,73.74,94.3,B2C,Low Buy Box
2023-02-01,B0A5Z31GLA,0,1452,2123,1.45,21,813.1,99.45,B2C,High Buy Box
2023-03-01,B0A5Z31GLA,0,967,1226,0.1,1,57.95,7.77,B2C,Low Buy Box
2023-04-01,B0A5Z31GLA,0,1517,1886,0.07,1,18.64,-1.04,B2C,Low Buy Box
2023-05-01,B0A5Z31GLA,0,2716,3169,1.44,39,1099.49,73.01,B2C,High Buy Box
2023-06-01,B0A5Z31GLA,0,1369,1554,0.73,10,435.57,17.88,B2C,High Buy Box
2023-07-01,B0A5Z31GLA,0,8004,11272,0.0,0,0.0,96.16,B2C,Low Buy Box
2023-08-01,B0A5Z31GLA,0,169,180,17.16,29,1681.93,29.24,B2C,Low Buy Box
2023-09-01,B0A5Z31GLA,0,1282,1414,1.33,17,743.75,94.78,B2C,High Buy Box
2023-10-01,B0A5Z31GLA,0,1584,1928,0.63,10,163.4,-4.44,B2C,Low Buy Box
2023-11-01,B0A5Z31GLA,0,1447,2169,8.64,125,5024.18,87.61,B2C,Low Buy Box
2023-12-01,B0A5Z31GLA,0,1501,1615,1.33,20,752.62,31.66,B2C,Low Buy Box
2024-01-01,B0A5Z31GLA,0,1616,2123,0.19,3,45.57,31.7,B2C,Low Buy Box
2022-04-01,B0VLPTVT50,0,1670,2168,3.35,56,3140.28,6.29,B2C,Low Buy Box
2022-05-01,B0VLPTVT50,0,399,514,1.5,6,138.66,39.51,B2C,Low Buy Box
2022-06-01,B0VLPTVT50,0,5232,7342,0.4,21,989.83,11.74,B2C,Low Buy Box
2022-07-01,B0VLPTVT50,0,4217,4923,0.07,3,80.51,73.83,B2C,Low Buy Box
2022-08-01,B0VLPTVT50,0,68,78,57.35,39,652.57,17.8,B2C,Low Buy Box
2022-09-01,B0VLPTVT50,0,40,53,20.0,8,474.64,-7.42,B2C,Low Buy Box
2022-10-01,B0VLPTVT50,0,897,1051,8.58,77,4585.63,94.03,B2C,High Buy Box
2022-11-01,B0VLPTVT50,0,695,870,7.34,51,1940.65,22.01,B2C,Low Buy Box
2022-12-01,B0VLPTVT50,0,39,42,256.41,100,3763.46,47.36,B2C,Low Buy Box
2023-01-01,B0VLPTVT50,0,3309,4796,0.18,6,342.74,99.77,B2C,Low Buy Box
2023-02-01,B0VLPTVT50,0,630,819,2.7,17,503.59,91.0,B2C,Low Buy Box
2023-03-01,B0VLPTVT50,0,258,303,3.1,8,476.25,19.24,B2C,Low Buy Box
2023-04-01,B0VLPTVT50,0,3940,4666,1.02,40,578.04,34.57,B2C,Low Buy Box
2023-05-01,B0VLPTVT50,0,6507,8550,0.11,7,321.4,88.14,B2C,Low Buy Box
2023-06-01,B0VLPTVT50,0,106,118,17.92,19,325.88,56.4,B2C,Low Buy Box
2023-07-01,B0VLPTVT50,0,1299,1958,1.0,13,346.87,5.57,B2C,Low Buy Box
2023-08-01,B0VLPTVT50,0,6981,8116,0.5,35,699.03,48.88,B2C,Low Buy Box
2023-09-01,B0VLPTVT50,0,3170,3546,1.14,36,788.38,79.53,B2C,High Buy Box
2023-10-01,B0VLPTVT50,0,512,646,1.17,6,328.89,38.5,B2C,Low Buy Box
2023-11-01,B0VLPTVT50,0,637,707,0.63,4,150.41,-5.6,B2C,Low Buy Box
2023-12-01,B0VLPTVT50,0,6,6,150.0,9,202.3,54.12,B2C,Low Buy Box
2024-01-01,B0VLPTVT50,0,7027,10885,0.03,2,96.9,51.86,B2C,Low Buy Box
2022-04-01,B0CQL82MJX,0,1790,2157,0.17,3,182.48,7.29,B2C,Low Buy Box
2022-05-01,B0CQL82MJX,0,3572,4250,0.06,2,83.94,-6.9,B2C,Low Buy Box
2022-06-01,B0CQL82MJX,0,310,353,3.23,10,155.08,97.7,B2C,Low Buy Box
2022-07-01,B0CQL82MJX,0,777,1092,2.7,21,1182.53,74.96,B2C,Low Buy Box
2022-08-01,B0CQL82MJX,0,6031,6784,0.4,24,393.81,60.46,B2C,Low Buy Box
2022-09-01,B0CQL82MJX,0,1616,1711,0.12,2,29.51,47.3,B2C,Low Buy Box
2022-10-01,B0CQL82MJX,0,769,910,4.29,33,964.17,56.11,B2C,High Buy Box
2022-11-01,B0CQL82MJX,0,440,642,6.82,30,586.14,31.21,B2C,Low Buy Box
